DOD00000001	你好吗，今天天气很好。
DOD00001087	现在正在追捕一名NCR逃犯，某个参议员的儿子对儿童施暴，被抓后就逃跑了。
DOD00001088	看来我的线人正忙着监视这个逃犯的情况，而不是给我必要的情报，他妈的。
DOD00001089	嗯...看来我现在没什么工作给你。我想你的选择是把拇指牢牢地塞进屁股里，然后耐心地等待......
DOD00001090	或者，如果你真的在乎，你可以加入我们的追捕行动迅速解决问题。如果成功的话，他们也会给你钱的。
DOD00001091	我觉得，你可以过会儿再来找我。
DOD00001092	好?你到底给不给我工作?
DOD00001093	事实上有。好，这是那家伙的档案，你可以读也可以不读。
DOD00001094	现在，布莱克，你取回的那个公文包的主人，几乎可以肯定和卷宗里的这个人有联系。
DOD00001095	好?你到底给不给我工作?
DOD00001096	事实上有。好，这是那家伙的档案，你可以读也可以不读。
DOD00001097	现在，布莱克，你取回的那个公文包的主人，几乎可以肯定和卷宗里的这个人有联系。
DOD00001098	好?你到底给不给我工作?
DOD00001099	哦，太诱人了，是吗?
DOD00001100	也许等你完成了我交给你的这项重大任务，我们可以进一步讨论。
DOD00001101	现在，继续。有个满头大汗的黑客拼了命的想得到这个公文包。
DOD00001102	等等，我想知道我找到公文包的那个棚屋里发生了什么。
DOD00001103	是的。
DOD00001104	好的，我去。
DOD00001105	啊，那是神秘的布莱克先生的临时安全屋。
DOD00001106	布莱克是个多疑的无政府主义者。他什么都做，疯狂的宣言、海盗电台、加密通讯......一切。
DOD00001107	他主要沉迷于NCR政府邪恶的秘密议程，但他也很乐意为高谈阔论豪斯或凯撒。
DOD00001108	"你为什么要关心这个"我听到你在问了。
DOD00001109	首先，这个混蛋一直试图煽动他的疯狂追随者骚扰NCR人员，破坏或窃取我们的财产。
DOD00001110	更糟糕的是，他有时还设法潜入一些机密的领域，然后兴高采烈地将其公之于众。
DOD00001111	我们在努力赢得一场战争，我们没时间去处理这个多疑的混蛋的小阴谋和泄露的情报。
DOD00001112	好吧，我得知道我找到公文包的那个棚屋是怎么回事。
DOD00001113	加密的硬盘。原本属于我们的，不是莫哈维事务办公室里的"我们"，而是NCR里的"我们"
DOD00001114	毫无疑问，他已经破解了并且备份了所有的机密情报，我们只是在分析看看他有没有留下什么线索。
DOD00001115	在这一点上，我们已经收到了他有各种可能的藏身之处和逃跑计划的情报。
DOD00001116	准确地抓住他几乎是不可能的，但如果我们吓到他，我们通常可以拿到他留下的东西，小混蛋。
DOD00001117	哦，最终他会失手的，那他就完了，他不是整天推测政府的黑狱吗?他就会被关在那里。
DOD00001118	那个公文包里到底有什么?
DOD00001119	这是机密。我喜欢这个回答，它永远不会过时。
DOD00001120	你能跟我说说莫哈韦事务办公室吗?
DOD00001121	我知道你以前和我们合作过，但你联系人的名字对我来说毫无意义。
DOD00001122	我们用假身份，单独行动。可能是我曾经和你的索耶一起工作过，但不知道，真的不知道。
DOD00001123	我们的情报是集中的，但我们保证了一个小组在任何情况下都不能危及其他小组。
DOD00001124	我和一个叫索耶的OMA特工合作过，你认识他吗?
DOD00001125	啊，对，阿利克斯，他真是个令人讨厌的人，对吧?
DOD00001126	他是个加密专家，但除此之外在其他方面都是个十足的混蛋。
DOD00001127	他和你一样也是个独立承包人，跟你不一样的是他在这个领域没什么价值。他来这里只做了一件事，然后我们就解雇了他。
DOD00001128	如果他不那么傲慢，也许他还能出人头地，吧。
DOD00001129	阿利克斯怎么了?
DOD00001130	就是这个名字，据说。
DOD00001131	大约十年前，赫斯特曾与一些政府官员有过亲密接触，看来他可能在收集一些机密信息。
DOD00001132	我不想跟你说机密细节，但赫斯特涉嫌向布莱克，就是那个偷公文包的人，出卖情报。
DOD00001133	我们认为赫斯特躲在红石峡谷，和他大汗帮的一些朋友住在一起。
DOD00001134	我们需要一个第三方，就是你，去找到赫斯特，尽你所能从他那里逼问出布莱克的位置。
DOD00001135	哦，是的，另一方面，这是你可能感兴趣的事，我为你雇了个刺客。
DOD00001136	艾迪·赫斯特？他是谁？
DOD00001137	我让你走了吗？
DOD00001138	是的，如果你认为有必要的话，我已经雇了一个相当熟练的刺客来帮你。
DOD00001139	你是我们的重要人才，这能保障你不会成为愤怒的掠夺者或军团暗杀小队的猎物。
DOD00001140	你可以在自由城找到这个刺客，就在水泵附近，我会在你的地图上标出来的。
DOD00001141	好了，这就是我给你的全部信息。把你你能从赫斯特那里得到的有价值的情报告诉我就行了。
DOD00001142	什么？
DOD00001143	哦，看在他妈的上帝的份上。
DOD00001144	我跟别人说过同样的故事了，好吗?我他妈不知道布莱克是谁，我也不在乎他是谁。
DOD00001145	听着，我偷了一些该死的文件，这个叫布莱克的家伙想买这些文件，他通过一个邮差进行联络，所以我没见过他...
DOD00001146	我们通过情报传递点进行了一些精彩的交流，但我从没见过他。就是这样，现在滚吧，NCR。
DOD00001147	艾迪·赫斯特吗?我想跟你打听一个叫布莱克的人。
DOD00001148	哦，不是组织的人，对吧?独立的承包人?哈，你跟我一样，朋友，我又落入了同样的圈套。
DOD00001149	为伯克家族工作。办事员的话就是废话，什么都不能信，但我还是找到了一些有用的文件。
DOD00001150	那是14年前的事了，而且老亨利现在有更重要的事要操心，比如他那可恶的儿子。
DOD00001151	我见过那小混蛋几次，哈。当我听到发生在他身上的事时，我笑了，出身富贵，最后却成了混蛋。
DOD00001152	与NCR无关，我是第三方，只是问些工作方面的问题。
DOD00001153	是你干的?哈!干得真他妈漂亮!
DOD00001154	你听到那个小混蛋的忏悔了吗?全部认罪，所有罪名成立，不用搞什么公审。
DOD00001155	哈!我只知道他的参议员老爸和他腐败的法律团队在一旁等着，准备让那个儿童强奸犯逍遥法外。
DOD00001156	不!亚当向全世界吐露了心声。我可以想象，当参议员看到他的“家族遗产”被带走时，他的脸涨得有多紫。
DOD00001157	让我告诉你，某个富翁参议员的儿子，一生中从未工作过一天，软弱无能...被关进监狱...
DOD00001158	那个软弱的小贱人因为强暴儿童而关进监狱。我觉得小亚当会成为他的爱好付出代价
DOD00001159	要我说，他活该。
DOD00001160	是我让亚当·伯克重回法庭的。
DOD00001161	你干的?那为什么他妈的没人在你胸口上拍一枚或者十二枚奖章?哈!
DOD00001162	我见过那小混蛋几次，当他还是个孩子的时候，我就想把他的牙齿从他的嘴里打出来。我觉得他年纪越大会越坏。
DOD00001163	我打赌他爸爸永远不会原谅你的，那个混蛋沉迷于"伯克家族遗产"和他在其中的角色。
DOD00001164	操他妈的，我为那个混蛋工作过，我可以自信地说，他和他的整个家庭，绝对会下地狱的。
DOD00001165	我杀了亚当·伯克。
DOD00001166	不骗你，我已经告诉你真相了。我说了很多次真相了，但NCR的狗一直追着我，吠着同样的狗屁话语。
DOD00001167	如果我还在加州，他们肯定会把我关进一个小牢房，任我自生自灭，但军方不会逮捕任何人的。
DOD00001168	你知道是为什么吗?我觉得他们在找替罪羊，他们想把所有泄露的情报都栽赃给我一个人。
DOD00001169	为什么不呢?他们知道我至少掌握一份情报简报。我是个瘾君子，哈哈，没人愿意为我们这些瘾君子辩护。
DOD00001170	听着，我知道你只是个外部人员，NCR里没人敢碰伯克家那小子，任何人都不敢。不只是因为他爸爸的影响力。
DOD00001171	操他妈的布莱克，我掌握了这个国家最肮脏的家族的丑事，我可以向你保证，他们早就想让你死了，邮差。
DOD00001172	你真的不知道怎么找到那个叫布莱克的家伙吗?
DOD00001173	我要踢爆伯克家族的蛋蛋，朋友。既然你已经对参议员的宝贵遗产吐了口水，那你应该帮我。
DOD00001174	参议员先生永远不会忘记你的所作所为，他是个记仇的老婊子，他会一直缠着你直到你尸骨无存。
DOD00001175	我告诉你，我可以给你点甜头。如果你真的那么在乎那个叫布莱克的白痴，我也许能帮上忙。
DOD00001176	我说的是实话，我不知道他在哪，我也没见过他。但我可以引他出来，无所谓的，他对我一点价值都没有。
DOD00001177	成交了吗?你要是拒绝就太他妈吃亏了。
DOD00001178	你到底想要我怎么样？
DOD00001179	现在我们他妈的在说话。
DOD00001180	计划是这样的：我知道有三个家族联系人既没有血缘关系，也不是什么奇怪的忠仆，比如那个变态泽德。
DOD00001181	你去打探他们的想法，让他们说出所有他们知道的关于伯克阴谋的事，然后回来告诉我。
DOD00001182	我们把所有的信息拼在一起，包括我知道的，还有你和那个儿童强奸犯亚当的合约。
DOD00001183	我们把一切准备好，公开发布，然后我找那个叫布莱克的伙计出来调查，这样我们每个人都赢了，除了伯克。
DOD00001184	我所知道的三个联系人：保罗·温特斯，斯坦·戈尔德，和凯文·梅西。
DOD00001185	很好,我加入。你有什么想法?
DOD00001186	是吗?好吧,笨蛋。我才不管呢，反正你才是他们想杀的人，好好享受吧。
DOD00001187	我不想跟这事扯上关系，别把我卷进你的阴谋。
DOD00001188	梅西在西部伯克家的农场工作，婆罗门产业让伯克一家变得富有，他们现在还在经营。
