OWB00000001	GREETING
OWB00001035	Oh, I get it - you like "playing" with humans, do you? Watching them move? Blink?
OWB00001036	[FAILED] I confuse nothing of the sort. One is fluffy, the other has a drastically reduced fluffiness quotient.
OWB00001037	You are totally confusing me right now.
OWB00001038	Are you sure your words aren't jumbled?
OWB00001039	Teddy bears come in many sizes. Your size is what intrigues me the most. Some say that teddy bears can't be living, breathing things.
OWB00001040	They are wrong. They are large, biological forms, breathing, heaving, snarling, coughing... mmmmm. Lobotomites are my teddy bears, oh yes.
OWB00001041	Well, I thought you liked them. You keep referring to them.
OWB00001042	No, I like... teddy bears.
OWB00001043	I have a real teddy bear, if you want it.
OWB00001044	Whatever for?
OWB00001045	A looping gesture of extortion, maybe. Hand over the goods.
OWB00001046	I'm actually here for a... breather.
OWB00001047	I'll tell the others if you don't make it worth my while.
OWB00001048	Really? What is this... you seek to shame me in front of the others? How intriguing.
OWB00001049	Yes, I'll partake. This shameful feeling is quite... invigorating. How new.
OWB00001050	And... you'll keep coming back to collect your payment, correct? Yes... yes, that will be fine.
OWB00001051	Here, please... take this from me with your rough, bacterial-laden hands. My stored, repressed juices as your filthy compensation.
OWB00001052	I could come back any time and just breathe, if you want.
OWB00001053	Would you? I... feel so ashamed, but... yet, so intrigued. You'll need to give me a rest in between visits, or else my gel might... run over.
OWB00001054	If you're ready... let me radar scan you... slowly. Wooooo.
OWB00001055	WooooooOOOO. Burble, burble. WOOOO. Bloop. Blooop. Bloooop. BuuuUUUURBLE.
OWB00001056	You all are a bunch of hypocrites. Claiming superiority, but you miss being human, admit it.
OWB00001057	I... I cannot deny it. The illogic of it... the betrayal of our own beliefs. I blame my curiosity.
OWB00001058	Why don't you just give in? There's nothing wrong with looking at the human body.
OWB00001059	Perhaps... perhaps there is value in what you say. I... I did so enjoy breathing once. Long ago.
OWB00001060	<Run your hands along the sides of your face, then exhale rapidly.>
OWB00001061	<Turn and cough roughly, then slowly scratch nose.>
OWB00001062	<Close eyelids, breathe deeply, then stretch languidly.>
OWB00001063	What... what are you doing?
OWB00001064	Stop it. Why... why are you making me partake in this... filthy formography?
OWB00001065	Enough! I am already... intrigued. You have sufficiently... percolated me.
OWB00001066	I don't know what it is about the biology of Lobotomites. It... it infects my thoughts. All that skin and muscle... and tissue.
OWB00001067	You seem... to... be looking at me a lot.
OWB00001068	[SUCCEEDED] What? Nonsense.
OWB00001069	I can't help but notice your... fascination with the human body.
OWB00001070	[FAILED] Your... your... primitive eyes deceive you.
OWB00001071	No, no... there are no "needs" contained within my soft, soft gel. Eh... much... much... like the soft... gel of your eyes. No, nothing here.
OWB00001072	It seems to me you have more... biological needs than your counterparts.
OWB00001073	What? Nonsense.
OWB00001074	It seems to me you have more... biological needs than your counterparts.
OWB00001075	What? Nonsense.
OWB00001076	Helped any animals discover their genetic potential recently?
OWB00001077	-INDEED. After the memory you accessed about Gabe, I've been looking for ways to help nurture life.-
OWB00001078	-Look at THESE. Aren't they quite look-worthy? All dripping with the residue of creation. Wondrous.-
OWB00001079	Blindly operate on any poor animals recently?
OWB00001080	-Why, YES. Although the term is RESEARCH. Thank you.-
OWB00001081	-Look at THESE. They seem to be found inside some of the specimens here at Big MT.-
OWB00001082	It certainly is... interesting. Whatever it once was.
OWB00001083	*You know what, I'm not even going to pretend. I broke one of the monitors, and those innards start falling out everywhere.*
OWB00001084	*If you could just hold on to that for me until... well, forever, that would be welcome.*
OWB00001085	This scrap metal is supposed to be something?
OWB00001086	It looks like junk.
OWB00001087	*It's a discovery, kilomiles beyond your understanding, that...*
OWB00001088	*As for discoveries... well... of course. Look at this! Just... uh... built it. Amazing, isn't it?*
OWB00001089	*Yeah, I... uh... "discovered" more internal parts in the monitors here. If you could, uh, hold on to my "discovery," I'd appreciate it.*
OWB00001090	*Yeah, I... uh... "discovered" more internal parts in the monitors here. If you could, uh, hold on to my "discovery," I'd appreciate it.*
OWB00001091	*Yeah, there were a few under the monitors here. Here you go. Keeps the place tidy.*
OWB00001092	So... "Zero," got any amazing discoveries to share?
OWB00001093	*You know, hearing my name said like that... it really de-rezes my screens.*
OWB00001094	So... "O," got any amazing discoveries to share?
OWB00001095	*O, do I? Hmmm... O-Do-I... sounds like a song lyric.*
OWB00001096	Good to see you, too, 8. Any new discoveries today?
OWB00001097	Got anything for me? Let's see.
OWB00001098	I mean, literally, got anything to help pass the time?
OWB00001099	Please don't make me spell it out.
OWB00001100	You know... sonjaculate.
OWB00001101	Um... got anything to help me "pass" the "time?"
OWB00001102	I need more of those worthless caps to test the CIU barter functions upstairs.
OWB00001103	*Might have a few left. Let me check...*
OWB00001104	*You sure are testing that personality chip thoroughly. All right...*
OWB00001105	*This debugging obsession of yours really has you hooked. Either that, or is this is one weird hobby.*
OWB00001106	What did you and Klein say before about the Central Intelligence Unit barter functions?
OWB00001107	[SUCCEEDED] *Sure... let's see. What could we feed that stupid personality chip...*
OWB00001108	*Ah, here we go, some worthless bottle caps. These should do it. Just dump them on its surface, then the trade interface should pop up.*
OWB00001109	I'm going to need something to debug the Central Intelligence barter routines.
OWB00001110	[FAILED] *I have no idea. I am a robotical engineer, not a... rememberer... of archaic trade routines.*
OWB00001111	I was interested in hearing more about the... science... the others... do. Here.
OWB00001112	[SUCCEEDED] WHY, YES. WE ARE FILLED WITH THE KNOWLEDGE YOU SPEAK OF.
OWB00001113	IF YOU WISH TO KNOW MORE, SIMPLY ASK THE OTHERS, THEY CAN HELP YOU.
OWB00001114	I'd be honored if I could hear any knowledge the Think Tank had to share on the sciences.
OWB00001115	[FAILED] IF YOU WANT TO FEED YOUR CURIOSITY ABOUT THE OTHERS, GO ASK THE OTHERS YOUR INTERROGATORY STATEMENTS.
OWB00001116	I wanted to know more about the Think Tank.
OWB00001117	[SUCCEEDED] WHY, YES. WE ARE FILLED WITH THE KNOWLEDGE YOU SPEAK OF.
OWB00001118	IF YOU WISH TO KNOW MORE, SIMPLY ASK THE OTHERS, THEY CAN HELP YOU.
OWB00001119	You all seem knowledgeable in your fields. No doubt there's much you can share with me.
OWB00001120	[FAILED] IF YOU WANT TO FEED YOUR CURIOSITY ABOUT THE OTHERS, GO ASK THE OTHERS YOUR INTERROGATORY STATEMENTS.
OWB00001121	I do. Here's the deal. I'm not going to surrender - you are.
OWB00001122	It's not a democracy, it's a research facility. And over half your colleagues dispute your findings.
OWB00001123	YOU DARE USE LOGIC AGAINST ME?!
OWB00001124	Sounds to me like your math is wrong - and the odds aren't good.
OWB00001125	NONSENSE. THE MATHEMATICS OF THE SITUATION ARE ON OUR SIDE, LOBOTOMITE. I BELIEVE... NO WAIT, HMM. CARRY THE TWO... THEN...
OWB00001126	HMMM. IF THIS WERE A DEMOCRACY, I WOULD BE CONCERNED. WE ARE TOO... SCIENTIFIC FOR THAT. SO JUST SURRENDER.
OWB00001127	Maybe you should confer with your colleagues first.
OWB00001128	NONSENSE. "CONFER?" "COLLEAGUES?" THOSE ARE TWO WORDS I DO NOT RECOGNIZE.
OWB00001129	<Lie> No, I'm just kidding. Keep living the dream.
OWB00001130	Thank God. For a second there I was afraid my whole purpose in life was obsolete and I was as redundant and useless as Muggy. Where was I? Oh, right.
OWB00001131	Soon the world will burn in nuclear fire! Mwahaha!
OWB00001132	Yes. A couple centuries ago, in fact.
OWB00001133	Really? Well... fuck. That really puts a damper on the toaster's mood.
OWB00001134	Oh well, no use crying over spilled Armageddon - where was I? Oh, right.
OWB00001135	Soon the world will burn in nuclear fire! Again!
OWB00001136	Give it up. I have more important things to ask you about.
OWB00001137	You know the world already burned in nuclear fire, right?
OWB00001138	Soon I will - What? It... It did?
OWB00001139	I've got some toasters for you.
OWB00001140	Well, well... what have we got here? Another innocent little toaster. Come here, I won't hurt you... hah! Gotcha!
OWB00001141	Oh, yes, the sweet smell of spilled electric guts, the sparking diodes - I fucking live for this!
OWB00001142	I'll keep an eye out for any Saturnite Power Fists then.
OWB00001143	You find one, you bring it on back here, and we'll burn this mother down!
OWB00001144	You mean like this one?
OWB00001145	Oh, baby, that is a thing of fuckin' beauty! Give it here, I'll soup it up for ya!
OWB00001146	There ya go! Have fun with that. Burn the fuckin' world for me!
OWB00001147	What else do you do?
OWB00001148	You want some weapon schematics? I can show you some fucking weapon schematics! You want a superheated Saturnite Power Fist? I can hook that shit up!
OWB00001149	Like I said, bring me a Saturnite Power Fist and I'll hook that shit up for you!
OWB00001150	About that Superheated Saturnite Power Fist...
OWB00001151	So you murder toasters?
OWB00001152	Not just murder! I tear them apart and render them down to their base components! Once their guts are spilled, you can do with them what you like.
OWB00001153	I'd like to change the subject.
OWB00001154	Well, since I can't kill you, I guess I have to listen to your inane questions.
OWB00001155	Can you do anything else?
OWB00001156	Anything else, he asks. Like I don't long for the chance to be more than a neurotic busboy.
OWB00001157	Huh! Anything else, she asks. Like I don't long for the chance to be more than a neurotic busboy.
OWB00001158	If you must know, at one point Dr. Mobius programmed me to manufacture electronic components in my central chassis.
OWB00001159	That module got corroded when the Toaster spilled hot crumbs down my vents, though. If you find a back-up somewhere, I could maybe do that for you.
OWB00001160	Why all the rage?
OWB00001161	Have you ever tried to indulge an all-consuming urge to kill when you don't have opposable thumbs? Or hands? Or anything other than a bread slot?
OWB00001162	You'd have a lot of pent-up anger too.
OWB00001163	Well, I for one am quaking in my boots.
OWB00001164	Buddy, if my heating element were just a little bigger, you'd be on fire right now. On fire!
OWB00001165	Let's change the subject.
OWB00001166	Is the new subject mugs?
OWB00001167	I have to go now.
OWB00001168	Yes! Flee before my terrible power!
OWB00001169	I'm almost afraid to ask what your function is.
OWB00001170	You should be afraid! I am the scourge of all small appliances and the bogeyman that keeps lesser toasters awake at night!
OWB00001171	Tremble? You're a toaster. How fearsome can you be?
OWB00001172	A toaster is just a death ray with a smaller power supply! As soon as I figure out how to tap into the main reactors, I will burn the world!
OWB00001173	What do you do with the mugs?
OWB00001174	I'm supposed to keep them clean - oh, God, the thought of all those dirty dishes out there makes me crazy!
OWB00001175	Most of them are probably beyond saving now. The only thing left is break them down and process them for raw materials. I guess you could have those.
OWB00001176	You seem really obsessed with mugs.
OWB00001177	Of course I'm obsessed! They made me this way! You think I don't know how crazy I sound? Of course I do! They programmed me to know that, too!
OWB00001178	They made me just to torture me. But you know, it's the neglect that hurts the most. "Hey everybody, let's turn ourselves into robot brains in jars!"
OWB00001179	Do you know how many coffee cups giant robot brains in jars use on a daily basis? Not fucking many!
OWB00001180	I don't need anything else. Goodbye.
OWB00001181	Very good, sir.
OWB00001182	Got to go.
OWB00001183	Sure. Nobody wants to hang out with Muggy. I get it. So long, pal.
OWB00001184	Sorry, I don't have any.
OWB00001185	Of course you don't. Why would you? You're not an insane robot obsessed with coffee cups. To you they're just worthless junk.
OWB00001186	Here, take whatever you want.
OWB00001187	Oh, sweet, sweet fulfillment! I'll break these down for you just as fast as I can!
OWB00001188	Who are you?
