FO300000001	.32手枪
FO300011155	我要回铆钉城。一旦麦迪逊见到了伊甸园创造器，我会让她明白这东西还能用的。
FO300011156	你在这干嘛？你应该已经被杀了啊！
FO300011157	我没想到布劳恩博士还疯疯癫癫地活着。我只想找到笔记或全息磁带。
FO300011158	我需要布劳恩的信息，和他的伊甸园创造器的成果。
FO300011159	我来这找你。
FO300011160	哦，我很高兴你做到了。这确实不是我期望发生的事。我还没帮布劳恩准备好，或者我应该做得更好。
FO300011161	那么你现在要回铆钉城？
FO300011162	是的，用我所学到的东西，麦迪逊一定会看到我们在许多年前跌倒的地方重新站起来了。
FO300011163	我希望你跟着我。我希望我们最后打开水闸的时候，你能在那。
FO300011164	你必须明白。在你出生之前的很长一段时间，我像爱你一样地爱着这工程。
FO300011165	如果可以，我想给你看看我们的成果。我希望在我们改变世界的时候，你能和我在一起。
FO300011166	这么多年后，我终于可以看到我的成果。我现在不能放弃。
FO300011167	走了这么多路，想休息下吗？
FO300011168	不，不。工作完成后有才时间休息，现在的工作太重要了！
FO300011169	我要立刻回铆钉城。还有好多事要做。
FO300011170	不，不。工作完成后有才时间休息，现在的工作太重要了！
FO300011171	我要立刻回铆钉城。还有好多事要做。
FO300011172	你了解什么？
FO300011173	对布劳恩，我的看法没错。他开发的技术还不稳定，甚至有些危险，但它适合净化工程。
FO300011174	我需要返回铆钉城和麦迪逊谈谈。如果我们能找到伊甸园创造器，我就能完成净化工程工作了。
FO300011175	好消息是我来救你了。
FO300011176	确实不错！太好了，我感觉我又能站起来了。
FO300011177	再次感谢布劳恩博士，毕竟我知道净化工程是不能放弃的。
FO300011178	什么，你不喜欢做条狗？
FO300011179	现在我回去工作。我要把我知道的告诉麦迪逊。
FO300011180	
FO300011181	甜心，不要直视着光源。那会伤害你的眼睛。还有好多事你要习惯。
FO300011182	小伙计，不要直视着光源。那会伤害你的眼睛。还有好多事你要习惯。
FO300011183	到这来，甜心。过来！走到爸爸这来！
FO300011184	到这来，儿子。过来！走到爸爸这来！
FO300011185	你能做到！
FO300011186	再走远点！
FO300011187	在这里！
FO300011188	来爸爸这！
FO300011189	你能做到！
FO300011190	就是这样！天啊！才一岁，就已经走得像模像样了。
FO300011191	你妈妈会很骄傲。
FO300011192	听着，宝贝，我知道你不想爸爸把你独自留在这，但你要自己照顾自己一会。
FO300011193	你在这等爸爸去下办公室。没事的，儿子。我一会就回来。
FO300011194	你在这等爸爸去下办公室。没事的，甜心。我一会就回来。
FO300011195	哈哈哈！你是个十足的小探险家，对吧？我要没记错的话，你现在应该是待在婴儿围栏里的！
FO300011196	到来这。我想给你看些东西。
FO300011197	看到了吗？这是你妈妈最爱的的圣经段落。启示录21：6。
FO300011198	“我是阿尔法，我是欧米伽，我是初，我是终。我要将生命泉的水，白白赐给那口渴的人喝。”
FO300011199	她一直喜欢这段话。
FO300011200	哈哈哈。蠢货机器人。
FO300011201	没票禁入。请出示票。
FO300011202	让我们扯断它的胳膊。
FO300011203	傻瓜机器人。打碎它！
FO300011204	
FO300011205	威胁级别最高。授权使用致命武力。
FO300011206	地铁安保模式处理中。请远离闯入者。
FO300011207	请躲远些。
FO300011208	不要惊慌。地铁会很快恢复正常运作。
FO300011209	持票者验证通过，请前往主月台。
FO300011210	那没人。也没水桶脑袋。只有些破旧的机器人。
FO300011211	水桶脑袋被消灭了！现在城市是我们的了！
FO300011212	我来找伯克先生。
FO300011213	好的。进来。但我警告你。我们会盯着你的。
FO300011214	
FO300011215	谢谢，麦迪逊。很高兴能再次和你共事。
FO300011216	该死，詹姆斯。等这都结束，你要请我喝一杯。我会带上整个团队一起去的。
FO300011217	你知道如果我有十足的把握让它重新运行，我是不会在这的。现在是时候了，麦迪逊。
FO300011218	你知道要是其他人让我做这的话，我会把他们赶出铆钉城的。
FO300011219	这就是我们现在要去那里，尽全力让它重新运作的原因。
FO300011220	从最后的报告来看，工厂里没有动力。即使这些电脑中有数据库，我们也无法登陆。
FO300011221	我知道，我刚考虑过。在工厂的实验室里我搜索到一些战前的旧电脑，也许能派上用场。
FO300011222	这对我来说像过去一样重要，麦迪逊。我知道对你也很重要。让我们一起完成它。
FO300011223	你的激情没有被岁月磨灭，对吧，詹姆斯。
FO300011224	要是连让废土的所有人的生活有所改善都是不值得的话，那什么才是值得努力的呢？
FO300011225	麦迪逊，我告诉你这是真的。我和布劳恩谈过。他确定。你还不明白吗？这就是我们一直等待的呀！
FO300011226	还有好消息。我从布劳恩那得到了确认，如果我们能找到一个伊甸园创造器，我们就能让它和净化器一起工作。
FO300011227	詹姆斯！你回来了！
FO300011228	我告诉过你它能运作，麦迪逊，现在我证明给你看。
FO300011229	嗨，乔纳斯，给我和这大猎手合个影！
FO300011230	来这里，亲爱的！
FO300011231	来这里，儿子！
FO300011232	小心点！这是辐射蟑螂。我想你能用你的BB枪对付它？只要瞄准，然后射击。你会做没事的。
FO300011233	生日快乐，伙计！我都不敢相信你已经10岁了。我为你骄傲。
FO300011234	生日快乐，亲爱的！我都不敢相信你已经10岁了。我为你骄傲。
FO300011235	好好玩吧！10岁的生日聚会就这么一次，所以开心点！
FO300011236	
FO300011237	各位，看来我们有客人来了。我不知道他们是谁和他们想要什么。
FO300011238	我衷心感谢你们，感谢你们多年后还会再次参与这个工程，我知道你们当中不少人都没有想到还有重返工程的一天。
FO300011239	一旦连上主机，我们就能进入数据库，希望我们能够从中找到伊甸园创造器的蛛丝马迹。
FO300011240	管道锈迹斑斑，地下结构也被破坏了，但是没有什么是我们修复不了的。
FO300011241	我们刚给主机恢复动力，它正在连线。
FO300011242	好的，各位，你们应该能听到我说话吧。
FO300011243	我想。我们不必多言。我只希望迭戈能注意到我已不再是个孩子了。
FO300011244	难道你不想找个真正的女孩吗？或许在你决定前应该试一下。
FO300011245	但是我做了，李博士。我就把它放在你告诉我的地方了。
FO300011246	来点水就行。
FO300011247	不知道他在哪，我好像也不关心。那天我看到你跟班侬说话。他有提起我吗？
FO300011248	一点。你呢？我们无处可去，你父亲一定会来支援我们的。
FO300011249	不，那不是真的！是的，她一直勾引我，还企图色诱我，可是我坐怀不乱。
FO300011250	在上帝的眼中，这是罪过，洛佩斯先生。他肯定对你有更大的企图。你应该和克利福德神父谈谈。
FO300011251	没在教堂见过你，丹佛斯。这周怎么样？
FO300011252	在上帝的眼中，这是罪过，洛佩斯先生。他肯定对你有更大的企图。让我们向圣莫尼卡祈祷吧。
FO300011253	崔妮，你是个酒鬼，一个妓女，但上帝仍然会原谅你。周日来教堂吧。
FO300011254	你的原罪召唤我过来的。你那被恶魔掠走并污染的灵魂需要彻底的清理。
FO300011255	医生是好人。要不是他的工作，铆钉城不会比核弹镇好多少，丹佛斯。
FO300011256	我不知道，你想干嘛？
FO300011257	你有什么东西能平复我的紧张情绪？保利一直让我服用疯狂药，但这东西会侵蚀我的大脑。
FO300011258	我一直在执行程序设定的任务。现在我正等待新的命令。
FO300011259	我的程序不能进行视觉评估。然而，薇拉告诉我女士这只蜥蜴只有一天大。
FO300011260	当然，“修女”先生。
FO300011261	我的家人都死了，世界变成了核废墟。我活着到底为了什么，克利福德神父？
FO300011262	薇拉！看到你太好了。你今天看起来很可爱。
FO300011263	你知道我可以为你做任何事，薇拉。
FO300011264	不。我不想你总待在这小婊子身边。她和她父母总认为他们比我好。
FO300011265	别嫉妒我的财富。还是羡慕我的长相吧。
FO300011266	安吉拉，你要多去飞行甲板上走走，你看起来脸色太苍白了！
FO300011267	西格雷夫，我不用任何人照顾我。但我想做你的朋友。仅仅是朋友而已。
FO300011268	
FO300011269	没有，先生。
FO300011270	古怪，先生？不，我没看到什么人行动古怪。
FO300011271	到目前为止平安无事。
FO300011272	听起来不错。我敢打赌。
FO300011273	不。我什么也没看到。
FO300011274	我没有理由联系警卫。
FO300011275	葡萄酒好像没了，我要看一下。
FO300011276	真的？那太好了。我现在没有足够的瓶盖，但我正在存。
FO300011277	我只是随便看看。我肯定你这儿没有东西能让我赶快长到18岁。
FO300011278	你这杂种！还以为我爱上你了！我恨你！
FO300011279	谢谢，神父。我会再问问他，但他不想在周日早晨关闭餐馆。
FO300011280	好的。别忘了检查烤箱。没人想吃烧糊的蜥蜴。
FO300011281	不，谢谢，保利。上次我这么做，迭戈非常生气。我给你拿些面条。
FO300011282	我这有新出炉的。我先把上面的灰吹净。
FO300011283	打扰了，“榴弹”小帅先生。我爸爸让我看看你什么新货没，再看看你有什么弹药。
FO300011284	打扰了，“榴弹”小帅先生。我来看看你有什么新货没有，再看看你有什么弹药。
