AID00098043	玩家上锁的物品
AID00104044	嗨，你掉东西了。
AID00104045	这么做有点过了吧?
AID00104046	你他妈的把它放在那里干嘛？
AID00104047	把它捡回来，要不我就让你吃了它。
AID00104048	
AID00104049	
AID00104050	
AID00104051	什么？你是怎么躲过护卫的？
AID00104052	他们来了！别让他们得到解毒剂！噢。是你啊。不过你也不行。
AID00104053	是地鼠人！他们最终还是来了。哦，好吧。
AID00104054	
AID00104055	这不是个好主意。
AID00104056	你认为你在做什么？
AID00104057	你他妈的认为自己是谁？
AID00104058	把那鬼东西拿开。
AID00104059	你觉得我瞎了么？
AID00104060	别惹我。
AID00104061	以凯撒的名义警告你，小心玩火自焚。
AID00104062	别自讨苦吃。
AID00104063	放下武器，外来者。
AID00104064	别老想着动粗，你这样会完蛋的。
AID00104065	请注意你的指向。
AID00104066	要是我用枪死死瞄着你的脑袋，你会有什么感觉？
AID00104067	我知道你厉害，你确实挺有气概的。所以，不介意的话，把枪指向别处如何？谢谢了。
AID00104068	呃…怎么了？
AID00104069	你想找麻烦吗？
AID00104070	如果你非要对我开枪的话，我不会有半句怨言！
AID00104071	喂！看看你在用什么指着我呢！
AID00104072	别在乎我！你要是想开枪，随便就是了！
AID00104073	请注意，攻击执法者是不可容忍的。
AID00104074	请注意，攻击执法者是严重违法行为。
AID00104075	<发出哔哔声>
AID00104076	你最好马上把那把枪从我面前拿开。
AID00104077	这可不好笑。
AID00104078	别乱来！
AID00104079	我可不会这样。
AID00104080	这可不好。
AID00104081	人们为什么总是会伤害自己最在意的人呢？
AID00104082	你，呃，可以把枪指向别处么，老大？我身上的窟窿眼已经够多了。
AID00104083	老大，为什么这样看着我啊？
AID00104084	如果我没看到你眼中的那种疯狂，我也许还不会介意。
AID00104085	<咆哮>
AID00104086	扣下扳机的话，你会后悔一辈子。
AID00104087	我可不喜欢有人用枪对着我。
AID00104088	里面的子弹要是真家伙，你就死定了。
AID00104089	别逼我。
AID00104090	你喝多了？
AID00104091	小淘气，别把那东西对着奶奶。
AID00104092	利奥不喜欢这样，宝贝。你最好别这么做。
AID00104093	要不你找一个罐头盒试试？
AID00104094	这可不好笑。
AID00104095	要是你想惹麻烦，那你尽管来。
AID00104096	要是你想找事，那就放马过来吧。
AID00104097	别开这种玩笑。
AID00104098	别拿枪头对着我！
AID00104099	这枪的保险最好打开了。
AID00104100	把枪头拿开。
AID00104101	我的天……
AID00104102	真没教养。
AID00104103	说真的。住手！
AID00104104	枪放下。你让我很紧张。
AID00104105	来吧。你有种试试。
AID00104106	是不是觉得你自己很行，啊？
AID00104107	你不会对我开枪的，对吧？
AID00104108	上膛了吗？让我试试！
AID00104109	嘿，我几乎可以直接看到桶里的东西了！
AID00104110	
AID00104111	你好。
AID00104112	你好，终于能见到你，真是太棒了。
AID00104113	你好。
AID00104114	...
AID00104115	晚上好。
AID00104116	早上好。
AID00104117	嘿。
AID00104118	我前几天才被从奢华殿堂里赶出来。老兄，那地方真他妈吓人。
AID00104119	圣骑士。
AID00104120	你好，外来者。
AID00104121	你已经被监视了，所以别耍小聪明。
AID00104122	这座地堡确实需要花点时间才能适应，不是吗？
AID00104123	有什么我可以帮你的吗？
AID00104124	圣骑士。
AID00104125	新兵。
AID00104126	您好，长老。
AID00104127	骑士。
AID00104128	你好，先生。
AID00104129	长官。
AID00104130	学徒。
AID00104131	报告称豪斯先生的机器人所采用的科技是我们从未听说过的。我们需要立刻派一队人过去调查。
AID00104132	看来豪斯先生已经完蛋了，我们要对付的敌人又少了一个。
AID00104133	只要首领一死，军团就会土崩瓦解。靠暴力维生的部落社会最后都是这样的下场。
AID00104134	我们的仪器检测到河那边有大规模的能量波动。那边发生了什么事？
AID00104135	科罗拉多东部不久前发生了一次大爆炸，NCR有那么厉害的火炮吗？
AID00104136	有人炸毁了NCR用来往返长街的单轨列车。我们应该抓住这次机会进攻！
AID00104137	看样子列车的事故并没有给NCR造成太多麻烦。他们到底有多少部队？
AID00104138	最近有人企图刺杀NCR总统。可惜没成功。
AID00104139	你听说了吗？有人暗杀了NCR的总统！我们却还在这里傻坐着！
AID00104140	不久前我听说NCR军方的一位高层死了。恐怕他们的指挥系统要阵脚大乱了。
AID00104141	你听说有个NCR的高官死了吗？那人居然是个内鬼？希望他不是唯一的一个。
AID00104142	看来NCR正在结交朋友。我们得到报告说他们正在主动联系自由城的一些帮派。
AID00104143	我们刚刚得到消息，普瑞姆已经成为NCR的一部分了。照这个势头发展下去，他们要不了多久就会占领整片地区。
AID00104144	我听说一些游骑兵特种部队正在前往维加斯的路上。看来NCR终于下定决心和军团动真格了。
AID00104145	有消息称，NCR正不断向这个地区增兵。
AID00104146	这只是风暴来临前的平静。有时候我真庆幸我们躲在地下。
AID00104147	嘿，九重天那一票干得漂亮。
AID00104148	本尼那个混蛋，终于遭报应了。
AID00104149	我一直都觉得本尼是个懦夫。
AID00104150	你肯定是有不小的本事，才能搞定本尼身边的那群打手。厉害。
AID00104151	你把整个黑手党搅得鸡犬不宁。看来那地方是该换新主人了。
AID00104152	豪斯肯定是有大事和你商量，才会把你请到幸运38去。
AID00104153	你看见那些升完级的新电子保安了吗？我真替现在还敢和那些机器人叫板的人难过。
AID00104154	幸运38变安静了，我怀疑是豪斯出事了。
AID00104155	你注意到那些电子保安都失控了吗？大家都说豪斯可能死了。
AID00104156	嘿，你就是干掉凯撒的那家伙！那狗日的终于遭报应了！
AID00104157	大家都说凯撒死了。希望别来一个更坏的人接班。
AID00104158	能干掉了豪斯的电子保安军队真是太好了。那家伙独揽大权太久了。
AID00104159	好极了，列车被炸，自由城变成进出维加斯的唯一通道了。
AID00104160	这些富得流油的NCR杂毛只能从这里走，至少本地商人的生意会好转。
AID00104161	听说军团有个叫希鲁斯的人从麦卡伦逃脱了。他杀了NCR不少人呢。
AID00104162	你干嘛不让金博尔直接死掉？他对我们有什么恩惠，值得我们去救他一命？
AID00104163	你肯定认为杀了金博尔很风光，是不？
AID00104164	我听说你料理了金博尔。干得真他妈漂亮啊，孩子。
AID00104165	那就是杀死本尼的蠢货！
AID00104166	致敬，凯撒万岁。
AID00104167	凯撒万岁。
AID00104168	凯撒万岁。
AID00104169	咱们的游骑兵家族又团聚了，看来决战的时刻到了。
AID00104170	东方之兽，嗯？那我枪套里的就是西方之兽咯。希望我能介绍他们认识认识。
AID00104171	精英游骑兵会让人肃然起敬。等过一阵子他们来了，你就明白了。要是能穿上那样一套黑色盔甲，咱这辈子也值了。
AID00104172	第一侦查营已经转移到了飘零希望营地。再来几名游骑兵，那里就会成为一座固若金汤的要塞。
AID00104173	真希望防守飘零希望营地的时候我也能在，即便没法改变什么。
AID00104174	看来我们把军团赶出纳尔逊了。也该是时候了。
AID00104175	从现在起，我们将为军士长汉隆而战。
AID00104176	金博尔总统是个顽强的家伙。游骑兵会继承他的衣钵的。
AID00104177	金博尔总统是战士们的榜样。只有靠我们来让军团血债血偿了。
AID00104178	就是你救了金博尔总统吧？真是厉害。
AID00104179	活捉军团士兵的机会本来就少。好不容易抓到却弄死了，真让人搓火。
AID00104180	找个游骑兵保护单轨列车就行了。你甚至都不用管饭。他自己能搞定。
AID00104181	真希望能有个第一侦查营的家伙来掩护我。
AID00104182	胡佛水坝……光想想都让人紧张。
AID00104183	有个精英游骑兵瞪了我一眼，我差点没把枪扔了。
AID00104184	精英游骑兵正从下加州半岛赶来。我没见过他们，但我听说他们个个都是生吞铁钉口喷火焰的主。
AID00104185	我们对汉隆百般信任，可你瞧瞧他是怎么耍我们的。现在我对任何人都不太信任了。
AID00104186	有军士长汉隆罩着我们。他不会让我们失败的。
AID00104187	他们杀了金博尔总统。我们还能坚持多久？
AID00104188	我的天，你就是那个救了金博尔总统的人？
AID00104189	听说我们活捉了一名百夫长，又让他跑了。这事让我来办，是绝不可能搞砸的。
AID00104190	通往长街的单轨列车没了？那我以后该从哪儿走呢？自由城吗？
AID00104191	我们不会善罢甘休的。军团就等着瞧吧。
AID00104192	听说普瑞姆现在归我们管了。但我还是宁愿去长街。
AID00104193	第一侦查营已经入驻飘零希望营地。这下我们守住的机会就大了。
AID00104194	纳尔逊又回到我们手中了。希望这次能守住它。
AID00104195	是我听错了，还是兄弟会真的放弃抵抗了？要我说，这算是他们至今为止最明智的决定。
AID00104196	放弃抵抗对猫王帮是明智之选，否则他们不会有好下场的。
AID00104197	我们和大汗帮签了和平协定，这下得接纳多少落魄的毒贩子啊。
AID00104198	军团居然直接从难民营抓奴隶，真让我恶心。
AID00104199	金博尔总统幸运地逃过一劫。这种节骨眼上，我们可不能没有他啊。
AID00104200	真希望我能亲眼看着凯撒咽气。那个该死的混蛋。
AID00104201	嘿你好。
AID00104202	听说了吗，乌默加的老大们？还是乌默纳？反正就是管理蛾摩拉的那帮家伙，他们被人给灭了。
AID00104203	莫蒂默做的事儿太不地道了，他胆子也太大了。
AID00104204	哦，莫蒂默。你总是有出丑的天分。
AID00104205	通常情况下，那些不请自来的人是要接受惩罚的。不过看在你小有名气的份上，这次就算了。
AID00104206	你的表演实在是太出众了。向你致敬。
