DOD00000001	Howdy-do. Nice weather today.
DOD00001039	Just gotta make a little run to a farm shack, maybe a half-hour away, tops. Pick up something, bring it on back. Easy.
DOD00001040	Not allowed to give out more details unless you accept the job, so... I'm sure you're dying of curiosity...
DOD00001041	What's the job?
DOD00001042	Well. You've completely defied my expectations of you. ...Congratulations...?
DOD00001043	Fine. Get out. Idiot.
DOD00001044	No. I'm not interested. Don't contact me again.
DOD00001045	Alright, that's perfect.
DOD00001046	You're going to be heading to one of the shacks on the Horowitz Farm. It's been co-opted by a person of interest we're investigating.
DOD00001047	He likely won't be there, so don't worry about that. Instead, worry about finding a gray, metal briefcase. We know it's stashed in there, somewhere.
DOD00001048	Get that briefcase, don't let it get shot or burned or anything silly like that, and bring it back to me.
DOD00001049	Job's simple, and then you get paid. Good luck, and all that.
DOD00001050	Fine, I'll do it.
DOD00001051	Well that's what we're going to fucking figure out, because I'm a fucking god at this shit.
DOD00001052	Some encrypted conspiracy nutjob's psychotic ramblings. Heh. "I'm so slick, the NCR will never know I'm on to them!" You lose, bitch.
DOD00001053	That fucking hack Feldstein only wishes he could work with shit this high-technical. Heh, how's your robot fuckbuddy feel now, Melvin?
DOD00001054	Wait, you're still here? Fuck off and let me work. Go talk to Morgan. Some of us actually have fucking jobs to do here.
DOD00001055	So, what exactly is in this briefcase?
DOD00001056	Pfft. Whatever. Fuck off.
DOD00001057	Well Alex, pleasant as this conversation has been, I need to report back to Morgan.
DOD00001058	Oh, well, let me address that right now. Here you go.
DOD00001059	An extra reward is that I get to let you in on a little secret. It turns out... I'm not actually in the military.
DOD00001060	No, no, this is actually an Office of Mojave Affairs operation. This briefcase runaround? Just seeing if we could rely on you.
DOD00001061	Now, don't worry yourself over this bureaucratic nonsense. Just a formality.
DOD00001062	Now, I think I may have a related job here, let me see if they've forwarded me the file...
DOD00001063	Right. I don't think you even told me how much I was being paid for this.
DOD00001064	No need to remind me. I always keep paperwork.
DOD00001065	Now, that briefcase run was just a little... Let's call it a quality assurance test. Want to make sure you're competent.
DOD00001066	I think I may have a related job here, let me see if they've forwarded me the file...
DOD00001067	800, I think you said it was?
DOD00001068	Interesting. What would bring the Khans and Fiends to blows? Perhaps the Khans tried to save the villagers? Too late, I suppose.
DOD00001069	I've heard about what happened here. Makes me feel confident in my own methodology.
DOD00001070	Nobody bothered with performing recon, gathering intel as to whether or not their targets were even present.
DOD00001071	The commanders had no grasp on the situation on the ground, and the soldiers had no idea what they ought to be doing.
DOD00001072	The NCR even failed to capitalize on it for propaganda purposes. They could have used it as a show of their strength and unfettered resolve.
DOD00001073	Instead, they meekly apologize and deflect blame. They come off as idiotic, bloodthirsty, and weak-willed. Ridiculous.
DOD00001074	I leave matters of ethics and morality to philosophers and philanthropists. I'm an assassin. I don't see much inherent value in human life.
DOD00001075	Whether or not the attack was justified is irrelevant to me. I'm simply unable to grasp how they failed so badly on so many levels.
DOD00001076	An organized military accidentally massacres a village of noncombatants. It sounds like the punchline to a joke.
DOD00001077	Whatever. Fretting over the past is a mistake. Shall we proceed?
DOD00001078	It almost sounds as if you approve of the idea behind the attack, if not the methods.
DOD00001079	I think they already have. The people of the Mojave despise them. They've made themselves out to be murderous conquerors.
DOD00001080	For a nation so fond of espousing the importance of justice and democracy, this is a stain they can never wash away.
DOD00001081	The Bitter Springs massacre was an atrocity, and the NCR has to pay for what they did.
DOD00001082	Perhaps. The enmity between the NCR and the Khans is very old. Each side has wounded the other. Fault depends on who you believe drew first blood.
DOD00001083	I don't particularly care who struck first, nor do I believe any one side is morally justifiable. I have no stake in any of this.
DOD00001084	Above all else, the infamous Bitter Springs Incident, Massacre, whatever you want to call it... It was all utterly pointless.
DOD00001085	The Khans brought this on themselves. The NCR did what was necessary.
DOD00001086	Well... It seems that my contact got himself distracted.
DOD00001087	There's this ongoing manhunt for an NCR fugitive right now. Some senator's son was getting too handsy with the kids, and fled when he got busted.
DOD00001088	It seems my contact is busy trying to monitor this fugitive situation, rather than giving me my necessary intel. Prick.
DOD00001089	Well... It seems I got nothing for you, at the moment. I suppose your choices are to wedge your thumb firmly up your ass and wait patiently...
DOD00001090	Or, if you really care, you could go and join in this manhunt and resolve shit quickly. They'd pay you, too, if that helps.
DOD00001091	Check back with me later, I suppose.
DOD00001092	Well? You have a job for me, or not?
DOD00001093	Turns out I do. Good. Here's a dossier on this guy. You can read it or not.
DOD00001094	Now, Blake, the lunatic who had that briefcase you retrieved, is almost certainly in correspondence with this guy in the dossier, here.
DOD00001095	Well? You have a job for me, or not?
