FO300000001	.32 Pistol
FO300009317	People've been sayin' that there's somethin' wrong with the water purifier. But Ol' Walter's been keepin' that thing runnin' for decades.
FO300009318	Not sure if you've met her, but Lucy West, that pretty young thing? She's afraid. Of what, of who, I couldn't say. But you can feel the fear on her.
FO300009319	News? My friend, I take effort not to be involved in such worldly business. Earthly pursuits distract from Atom.
FO300009320	What's the news?
FO300009321	I already told you about the Stahl boy's drug problem. You said you wanted to help.
FO300009322	That's about all the confidences I'm going to break for you, stranger.
FO300009323	What do you know about the people here?
FO300009324	A doctor doesn't talk about his patients. At least not to strangers, he doesn't.
FO300009325	What do you know about the people here?
FO300009326	I ain't heard much. Truth be told, I don't really ever leave the Lantern. Too much work, too few hours in the day, y'know?
FO300009327	Remember what I told you, kid: Moriarty keeps his money locked up right next to his bed.
FO300009328	A little drinkin' money might loosen my lips a bit. Give it a try. See what happens.
FO300009329	Hey, I'm not much of a mudslinger. I don't like to spread stuff around, you know what I mean? Everybody has their secrets. Let's keep them that way.
FO300009330	I'm sorry, I just haven't been paying any attention at all since Nathan died.
FO300009331	There's only one thing that concerns me in this town these days: what my damn fool husband is doing.
FO300009332	He wanders around here all day and all night, preaching about the Enclave and tryin' to get parts for his guns.
FO300009333	I'm not sure who's the bigger fool, him or me. After all, I married him.
FO300009334	I'm not one to gossip, but I do know a few things. For instance, did you hear that Lucas wants someone to disarm our bomb?
FO300009335	Imagine the blasphemy! I can't believe it! I mean, I don't believe it. He would never do that to us.
FO300009336	Sure, you got the purifier working right again, but if it runs out of water to pump then we're still screwed.
FO300009337	Well, people've been sayin' that the water purifier's about to go. Honestly, I'll tell you what I tell them.
FO300009338	I've been keeping that wreck going for thirty-five years and this is the first time I've ever had a problem I couldn't fix.
FO300009339	I couldn't tell you, really. I'd talk to Manya if you care that much. She's lived in Megaton longer than anyone.
FO300009340	Let's cut to the chase. How much for you to tell me where my father is?
FO300009341	Seems a fair price to facilitate a family reunion. Don't you think?
FO300009342	Tell me where he is, Moriarty, or I'll beat it out of you!
FO300009343	Listen carefully. I don't know what Sheriff Simms told you, but this is my town. Simms, he's a facade. An illusion of order I allow to exist.
FO300009344	I was slinging drinks and killing Raiders here in Megaton when the good sheriff was just an idiot kid with cowboy fantasies.
FO300009345	Look, I just want to find my Dad. Do you know where he is?
FO300009346	You seem like a nice kid, so I'm going to be straight with you.
FO300009347	Your dad was here, and now he's not, and yes I know where he went. But what you're asking me for is information, and information is a commodity.
FO300009348	You're lying. The Vault's been sealed for 200 years!
FO300009349	That's right. Your father, his Brotherhood of Steel friend, and you, the suckling babe with nary a tit to suckle. Sorry about your mum. Truly.
FO300009350	Tell me what you know! Tell me everything!
FO300009351	Ah, temper, temper. And your father was so reserved. Take after our mum, do we? God rest her soul.
FO300009352	But all least you've got balls. Yeah, I know your dad, met him when you were just a baby, when you two passed through here on your way to the Vault.
FO300009353	You look shocked. You didn't think you were born in that hole, did you? Good Christ, boy. Know the truth, and it will set you free.
FO300009354	Ah, temper, temper. And your father was so reserved. Take after our mum, do we? God rest her soul.
FO300009355	But all least you've got spunk. Yeah, I know your dad, met him when you were just a baby, when you two passed through here on your way to the Vault.
FO300009356	You look shocked. You didn't think you were born in that hole, did you? Ah, Lord.... Know the truth, and it will set you free.
FO300009357	Is that what your father told you? That you were born in that hole? That HE was born there as well?
FO300009358	Oh, the lies we tell to those we love.
FO300009359	That's right. Your father, his Brotherhood of Steel friend, and you, the suckling babe with nary a tit to suckle. Sorry about your mom. Truly.
FO300009360	I was kidding! Dad talked about you all time. Now really, where is he? <Lie.>
FO300009361	Well, he did come through here, but he left. I'm truly sorry. But maybe you can catch up to him?
FO300009362	He headed southeast, into the city. Said he needed information from those loonies at the station. You know, Galaxy News Radio, what there is of it.
FO300009363	I met a man named Burke. He said he'd pay me to rig the bomb to explode.
FO300009364	I told you: Stop playing games with me. Now, run along before I decide to throw you in a cell for disturbing the peace.
FO300009365	Actually, Burke really does want to blow up Megaton.
FO300009366	What's on the menu?
FO300009367	Sorry, hon. The noodle stand is closed. If you want something, ask Leo in the restaurant.
FO300009368	Here, take a look.
FO300009369	Hey, I won't say it's all fresh, but it'll keep you going.
FO300009370	MegatonTalk5
FO300009371	Okay, Andy. I'll try.
FO300009372	You really need to relax, Andy.
FO300009373	People don't change, Jericho. Now order something and leave me alone.
FO300009374	No, Jericho. Just no. Now leave me alone.
FO300009375	Sorry, hon. I'm a lifer here. Just go drink your drink.
FO300009376	Then you best unhear it. I know all about you, old man. I'd be careful before I went around town spreading rumors about Raiders. You dig?
FO300009377	You can tell me that when you're the one paying the bills, Leo.
FO300009378	MegatonTalk4
FO300009379	You know, it's not all about money, Andy.
FO300009380	Geez, Billy, you're so timid with this stuff. I won't be a kid forever, you know.
FO300009381	Yes sir, Mister Moriarty!
FO300009382	You're all heart, you know that, Colin?
FO300009383	Thanks a lot, Colin. I can always count on you for sympathy and respect.
FO300009384	All right, all right! Stop your pathetic sniveling and just do what you're fucking told.
FO300009385	Gob? If I hear one more excuse come out of that rotting mouth, I'm going to sew it shut. Okay? There's a good zombie.
FO300009386	Hey, if we ain't going to look out for each other, what's the point? You think Colin gives a shit about us, Gob? Come on, sweetie, wake up.
FO300009387	I know, Harden. I know. You make me proud every day, son. What can I say, you're just like your dad! He he he he he.
FO300009388	Hey, you think it's easy, seeing my little boy turn into a man? Ha ha ha ha! Don't grow up too quick on me, you hear!
FO300009389	Jenny, baby. That was a long time ago. I've left all that behind me now.
FO300009390	Look, Jenny, that was years ago. I'm a different man now.
FO300009391	If these books don't add up, I don't know how much money we have, then how are we supposed to stay in business? Would you just be more careful?
FO300009392	It's important, Leo! I have to keep our head above water here. Please, just try to be more careful.
FO300009393	Okay, dad. But I'm going to hold you to it, this time.
FO300009394	You're kidding, right? You mean it this time? For real? Great! Great, dad, I can't wait! Thanks!
FO300009395	Ha ha! I just love seeing you happy, sweetheart.
FO300009396	Well all right then! It's settled! I'll set my affairs in order, as they say, and we'll sit down and plan this thing out.
FO300009397	Aggh! Damnit! But I've looked everywhere! *Sigh* All right. Thanks, I guess.
FO300009398	I hear things. I know a few people. What of it?
FO300009399	Thank you, Nathan dear.
FO300009400	Fine. But if we have this conversation again, I'll be forced to turn off the charm.
