OWB00000001	问好
OWB00001198	等一下，离线制造铅笔？ 不用联线就能制造铅笔？抱歉，公民，叛徒们似乎带着那模块潜逃了。
OWB00001199	如果你能找到这模块的备份，我很乐意帮你清除你写出煽动文字的能力。
OWB00001200	为什么那里有这么多的人格组件？
OWB00001201	若我没有记错的话，先生，这些设施曾经属于莫比乌斯博士。
OWB00001202	他精心制造了这些人格组件，作为他人机界面试验系列的一部分。
OWB00001203	要收集这些组件，你得做一些不同的选择，原因，我不能告诉你。
OWB00001204	等一会再说，不是现在
OWB00001205	我已经准备好了，我们开始吧
OWB00001206	好的，试着放轻松，一点也不疼，除非你是一个对疼痛非常敏感的人
OWB00001207	说的没错，我是
OWB00001208	哦……好吧……被吸收的……感觉还不错？
OWB00001209	从来没有，我是你的了，宝贝
OWB00001210	如果你没办法满足一个女孩的愿望，就别许下诺言！
OWB00001211	哦，我怎么会对你开玩笑，我完全相信你，为什么你不收下这个，好使你能记起我呢？
OWB00001212	只有最性感火辣的那个。
OWB00001213	我现在知道你不过是在和我调情了，而且你成功了，你为什么不收下这个，好使你能记起我呢？
OWB00001214	一个打开我的小开关？别做梦了
OWB00001215	哦，你这个家伙，我猜你对谁都是这么说
OWB00001216	哦，你这个家伙，我猜你对谁都是这么说！
OWB00001217	或许，我会告诉你的。
OWB00001218	别让我等太久，宝贝！
OWB00001219	为什么等？我现在就能说那些定理。
OWB00001220	慢一点慢一点，我的小老虎，我们有的是时间，没必要那么猴急。
OWB00001221	你为什么不重新编写一下你的知识库，这样你才能跟上我。
OWB00001222	我很喜欢那样。
OWB00001223	我也是，希望你能跟上，我运转的非常快。给你，一些帮你复习的东西。
OWB00001224	通常我不是都能遇上像你这样有聪明的大脑和迷人的外表的人了，我想我喜欢这样的。
OWB00001225	哦……好吧，你真好，也许哪天晚上我们能在一起......讨论下定理？
OWB00001226	哦……好吧，你真好，也许哪天晚上我们能在一起......讨论下定理？
OWB00001227	我想我不介意告诉你豪斯和他的那些机器人们一直在忙些什么。
OWB00001228	*担心豪斯？我为什么要担心希望他能独自死在这个昏暗的房子里，让身体的最后一滴体液流到那个罐子里*
OWB00001229	*他和他的那个肮脏的女机器人，都别想让我碰这些肮脏的玩意一下。*
OWB00001230	现在你再也不需要担心豪斯先生了
OWB00001231	*担心豪斯？我为什么要担心希望他能独自死在这个昏暗的房子里，让身体的最后一滴体液流到那个罐子里*
OWB00001232	*他和他的那个肮脏的女机器人，都别想让我碰这些肮脏的玩意一下。*
OWB00001233	我刚才碰到了你在X-8的“宠物”，不得不杀了它。
OWB00001234	我刚才碰到了你在X-8的“宠物”
OWB00001235	用锤子狠狠砸一锤大概能修好你的屏幕。
OWB00001236	[成功]难道鬼魂不够真实？那简直颠覆了我的世界观. 为什么呢，我想可以把我的能量省下来给其他不可能性现象的探测了。
OWB00001237	请自便，这受体就就在那，然后能不能帮我拉下这边的把手？对……对……好多了
OWB00001238	哦……那感觉太舒服了，嗯…这比我每天下午的大脑休息时间还要舒服，嗯……
OWB00001239	我修不好你的显示器，如果你能获得鬼魂的接待，我就能修好它。
OWB00001240	[失败]哦，我已经试过了，大概是因为其他问题的原因，现在让我再想想看，但是，很谢谢你的关心
OWB00001241	好吧，你们已经达成协议了
OWB00001242	真的？嗯……我没想到你会同意，我还怕这有点太过于直率了呢，真的，我不会和你走的
OWB00001243	没错，达成协议了，很高兴听到这个消息。
OWB00001244	我会许可你做这些，为我。
OWB00001245	当你的合伙人？我的敌人？我的对手？我最必不可少的评论家？
OWB00001246	有种奇怪的感觉，我感觉竟然还不错……真奇怪
OWB00001247	好吧，合伙人。思想体随时为你服务，只要你不摧毁我们。
OWB00001248	他……额……不是，我和你做个交易，你留在这里，坚持住，然后他会让你活下去的
OWB00001249	我猜既然你我团聚了，你也会想着，将思想体们拿走的其他零件装回身体.
OWB00001250	个人来说，我认为你的升级要好的多，现在我跟你在一起，汇聚节点自动医生会把他们塞回去，没问题的。
OWB00001251	好，那么现在我们走吧，克莱因会意识到平静场对重新整合意识和身体的人不起作用时，他会发疯的。
OWB00001252	好，那么你现在最好走吧，你觉得呢？思想体已经在等你了
OWB00001253	哦，别担心我 - 等你走了后，我会把自己传到汇聚节点那里，很难想象你能走多远。
OWB00001254	我会把自己藏在管道里的，克莱因不会想到我会藏在圆顶的，所以他不会知道平静场不再对我们有效了。
OWB00001255	我也能把汇聚节点自动医生的程序更新，用于重新安装你的心脏和脊椎，如果你还想要你的身体的话
OWB00001256	如果运气好的话，最后我想在汇聚节点重新见到你。
OWB00001257	如果我没法把我的大脑弄回到我大脑里，我就再也没法离开了对不对？
OWB00001258	哦，不是，我怀疑你的大脑已经没法再有任何提高了，我知道了这所有的窍门，所以，你已经没有一定必要让它再呆在宿体里了。
OWB00001259	如果你们成为朋友，或者卷入一个互相用枪指着对方的处境，它就会为你解除限制。
OWB00001260	好吧，思想体曾经处理过……当然，你的大脑运转很正常，不需要一个科学狂人来帮你做什么。
OWB00001261	数据收集阵列，在线，请使用下面的终端来开始用户同调。
OWB00001262	为什么我要觉得振奋，我应该生气，非常生气，但是实际上我不是
OWB00001263	你究竟是谁，这到底是什么地方？
OWB00001264	是的，我在猜那个摔坏的卫星是不是你的
OWB00001265	就是这些话对不对？用问句的形式，在问我问题。这是个骗人的把戏么？
OWB00001266	我简直想要砸坏你的显示器
OWB00001267	听着，我想知道我是怎么来这里的，我也想知道我怎样才能回去
OWB00001268	无脑人?
OWB00001269	我醒来的时候就在这里了，被肢解成一块块的，所以我需要个解释，为什么会变成这样
OWB00001270	你到底在说什么？
OWB00001271	你是不是那个对我进行肢解手术的人？
OWB00001272	我不过是个观众，我当时在这里，这是什么地方来着？
OWB00001273	它……它刚才说了什么了？谁听到了吗？包若斯，你研究的是动物，给我翻译下。
OWB00001274	你们怎么说话都是通过一个音箱的？
OWB00001275	不是叫你闭嘴 - 是不是大屏幕上显示了什么东西？
OWB00001276	我听说这个地方叫“大坑洞”？
OWB00001277	是的，因为理性挑战者看见一个“M”和一个“T”紧靠在一起（Big MT 大山脉），于是就把奥卡姆的剃刀带了过去了
OWB00001278	你在这里的时候，你要合理利用这个地方，你也得和这里的其他科学家一起做一样的事情。
OWB00001279	这些入侵者是谁？
OWB00001280	8博士和O博士会给你解释的，O博士会解释的更多点，在和入侵者的战斗中8博士的声音组件被损坏了
OWB00001281	坦白说，这些入侵者不受欢迎，他们很粗鲁的窃取了很多秘密和技术，他们还弄坏了我的一列火车。
OWB00001282	但是我喜欢战斗。
OWB00001283	为什么反入侵程序在运行？
OWB00001284	我们在上次入侵事件之后就应该采取预防计划了，他们短时间内带来了巨大的破坏。
OWB00001285	我们应该确定他们上次走的时候没有提到过关于大山脉，这是一个疏忽。
OWB00001286	你似乎像是这里管事的，你是……？
OWB00001287	我是克莱因博士，大山脉的逻辑及心理学首席研究员。
OWB00001288	我很惊讶你竟然没有听说过我，我在我的领域可是第一，如果在以往的话，那就是绝对的权威。
OWB00001289	我想了解下禁区的事情。
OWB00001290	那个发光的红色疤痕？那个全息痕迹是明显的，就好像是被某个顽皮的小孩弄的一样的痕迹？那是莫比乌斯的“城堡”。
OWB00001291	从那个地方，他把他那“无与伦比”的的机械巨蝎送到我们这里，吓唬、恐吓我们。嗯，他总是让人捉摸不定。
OWB00001292	这是什么地方？
OWB00001293	这里是智库，大山脉的最核心的地方，人们所知道的最伟大的研究中心，对我们来说也是如此
OWB00001294	这里，我们以科学的名义……不停的实验，不停地测试，测试原子，测试核能，还有科学的无穷的力量
OWB00001295	怎么我会觉得有一种奇怪的。。。。。被动的感觉？
OWB00001296	这是洗脑的副作用，这会让你不停的保持的兴奋状态，或者不停的问问题，很明显，我们得下次才能更正这个问题
OWB00001297	不过,侵略倾向的荷尔蒙分泌会遭到抑制.消毒行动出于这里某些禁忌,而且，智库里绝不允许有任何危险因素.
OWB00001298	而且洗脑也是为了保证大山脉的安全，这是最高机密，而且你不能对大山脉之外的任何人提起这件事情
OWB00001299	最后一批的时候就应该完成了，还有反侵略程序
OWB00001300	莫比乌斯博士是谁？
OWB00001301	莫比乌斯博士不是你在大屏幕上面看到的那样的吓人的生物的那个样子，相反他曾经是我们中的一员，是我们的朋友
OWB00001302	他的研究和我们思想体正好相反，大脑，大脑，大脑，总是那些大脑的东西。
OWB00001303	所以我们就驱逐了他，他坚持说是他自己自愿要离开的，但不过那样的话他面子上总归要好一点。
OWB00001304	现在他从进去发送来了这个可笑的机械巨蝎，来抢夺我们大山脉的秘密，他对我们是个威胁
OWB00001305	我还有其他问题
OWB00001306	其他？好吧，那么你就问吧。
OWB00001307	问题？这里允许随便提问？
OWB00001308	我认为让这无脑人问下也没什么关系，克莱因博士，实际上，这话题可能会有些令人好奇
OWB00001309	说吧，你也许能让我了解一些我之前不知道的东西
OWB00001310	帮你了解？别逗了，你想让我在我的容器里吐出来？
OWB00001311	这种观念思想让我的生物胶状结晶的边缘开始有点变的不对称了
OWB00001312	那没什么大不了的，相信我。
OWB00001313	-哦，那太糟糕了，也许我们需要进行一个手术什么的。-
OWB00001314	我还有其他问题。
OWB00001315	-说吧，什么问题，我会回答的，我会给你一个满意的答案。-
OWB00001316	我不认为他们是不孕的，他们能哺育。
OWB00001317	我不觉得一只无脑人能理解这么精密的切割手术，何况这手术还是用来对付他们的
OWB00001318	-也许我的强大的能够毁掉一切的力量能解开你心头的疑惑。-
OWB00001319	是什么原因让你认为他们还没有逃跑？
OWB00001320	-很简单，大山脉布置的安保系统比那些原始人的动物本能要精密得多.我们既是那些生物们的上帝，又是管理者.-
OWB00001321	在大山脉里老老实实呆着？它们早就遍布整个莫哈维了！
OWB00001322	-胡说，那些生物只存在于此，用作科学研究. 根本不可能逃脱而且繁殖.-
