TIH00000001	Chess Bobblehead
TIH00001104	Have you seen the militia? They're useless enough as it is, but you expect them to undertake a hostage rescue? They're not rangers.
TIH00001105	Fine, I'll do it.
TIH00001106	Thank you. Just remember one thing - do not show up without the caps.
TIH00001107	Those junkies are paranoid enough when they're strung out, but right now they're out of their minds.
TIH00001108	If you don't deliver, they'll probably assume it's a trap. Please, just do everything in your power to keep that boy alive. Good luck.
TIH00001109	Did you just imply that I shouldn't pay the ransom?
TIH00001110	No, I'm telling you to do everything you can to save that boy, but remember what's at stake if those Fiends get the money.
TIH00001111	Thank you. I'll put them to good use. <Take the caps>
TIH00001112	This is everything we have, Courier. Please make sure that boy is safe.
TIH00001113	Tell the citizens thank you, but keep the caps. I'll cover the cost myself.
TIH00001114	That's... that's very large of you, Courier. None of us expected you to carry the burden yourself. This will help us more than you know.
TIH00001115	Alright, here are the caps. <Give 50,000 caps>
TIH00001116	Hell yeah!
TIH00001117	But you better tell those Westside bitches that next time we won't be so patient. Kid's in the next room.
TIH00001118	Don't think about trying anything while we ease out of here. That detonator has a longer range than you think.
TIH00001119	Otherwise, it's been a pleasure doing business with you.  C'mon boys, we're about to go on a little shopping spree.
TIH00001120	aaInheritancePost05ChesterCharisma
TIH00001121	Bullshit. The Fiends are stronger than ever. Nobody fucks with us. Now give me the fucking caps.
TIH00001122	Holding kids for ransom... seems like the Fiends are desperate these days, huh?
TIH00001123	What? That's bullshit, you're talking right out of your ass. I never heard anything like that.
TIH00001124	Hurting kids is going to make the NCR double down on you. Do you really want bounty hunters around?
TIH00001125	aaInheritancePost05ChesterSpeech
TIH00001126	That was a bounty hunter? Look, I just want to get high, I don't want that kind of drama.
TIH00001127	Here, we'll let the kid go. Just tell them... tell them it was a mix-up. We don't want no fucking bounties on us.
TIH00001128	Kid's in the next room, safe and sound. Uh, we better get going, I've got some, uh...
TIH00001129	Motor-Runner and the rest are dead. Hurt that child and the next bounty will be on your head.
TIH00001130	There's always somebody else willing to step up, they were just weak. With this cash, It's gonna be my time to shine.
TIH00001131	Your leaders are all dead. Can't you see that the Fiends are finished?
TIH00001132	aaInheritancePost05ChesterBarter
TIH00001133	That's fucking crazy! They're like family, why... you know... actually, they are pretty goddamn shitty, aren't they? Ok, let's make 25k.
TIH00001134	If you walk out of here with 50,000 caps, the other Fiends will eat you alive to get a share of it.
TIH00001135	I told you not to fuck with us on the exchange. I won't warn you again.
TIH00001136	Hold on, can't we work out a payment plan or something? Let's put the kid on layaway.
TIH00001137	I don't have enough caps to pay the ransom.
TIH00001138	What? I know what you're doing... this is some kind of a setup, isn't it? Well fuck that!
TIH00001139	I didn't come here to negotiate. I came here to make you bleed.
TIH00001140	Looky here boys, we got ourselves a badass!
TIH00001141	I'm not paying the ransom.
TIH00001142	Well, I ain't about to let you live. How about them apples, bitch?
TIH00001143	<Free him>
TIH00001144	...
TIH00001145	<Do Nothing>
TIH00001146	...
TIH00001147	I paid the ransom and the kid is safe.
TIH00001148	Hell of a thing you did, putting up that money for little Chris. I want you to know that all of Westside appreciates it.
TIH00001149	And don't you worry about Chris. We take care of our own. He's a touch quiet, but I think he'll be fine. Kids can be really resilient.
TIH00001150	I wish there were more like you, courier. I can't offer you money, but I do have a little something the Syndicate goons left behind.
TIH00001151	I was considering pawning it off, but I think you'd get better use out of it. You take care of yourself, Courier. We won't forget you.
TIH00001152	I paid the ransom and the kid is safe.
TIH00001153	Fiends? Talked down? You aren't doing Jet, are you? Hell, that's better than I expected. You're really something special, aren't you?
TIH00001154	I want you to know that all of Westside appreciates it. We don't know how you did it, but you did it nonetheless.
TIH00001155	And don't you worry about Chris. We take care of our own. He's a touch quiet, but I think he'll be fine. Kids can be really resilient.
TIH00001156	I wish there were more like you, courier. I can't offer you money, but I do have a little something the Syndicate goons left behind.
TIH00001157	I was considering pawning it off, but I think you'd get better use out of it. You take care of yourself, Courier. We won't forget you.
TIH00001158	I want to ask you something.
TIH00001159	What do want to know?
TIH00001160	Who are you?
TIH00001161	Sean Bradley. Never had a middle name, and after my time in the service I didn't have much use for the first one.
TIH00001162	How can I best make use of your skills?
TIH00001163	I'm a rifleman by trade, so I fight best from a distance. I'm also trained in hand-to-hand, groundfighting and what not. I Never used knives.
TIH00001164	Craziest thing was when I got caught unarmed by a feral ghoul, big motherfucker. He tried to rip my throat out, so I applied a triangle choke.
TIH00001165	I mean, it worked... but rest assured you don't want a feral's gaping maw that close to your balls. Guns are... so much better.
TIH00001166	Where are you from?
TIH00001167	New Reno... it's one hell of a town. Maybe not as big as Vegas, but damn it's wild.
TIH00001168	I miss it, even with the drama between the families. Not sure if I'll ever get to go back, though.
TIH00001169	How did you end up in New Vegas?
TIH00001170	You mentioned time in the service. Why did you leave the military?
TIH00001171	Well, let's just say I had an abrupt and unceremonious departure from the NCR's armed forces. Leave it at that.
TIH00001172	Besides, this vocation affords a bit more freedom than one enjoys as a grunt, not to mention the pay - there's no comparison.
TIH00001173	What was it like growing up in Reno?
TIH00001174	My mom died when I was... four or five. After that I was on my own, living on the streets for a few years. I wouldn't wish that on anyone.
TIH00001175	I developed a talent for pickpocketing tourists, and that got me by till I was about nine or so. Then one day I pickpocketed the wrong guy.
TIH00001176	He was a made man, one of the Mordinos. Caught me going after his pocket watch. Damn near beat me to death on the street.
TIH00001177	I didn't make a noise, though. Wouldn't give that cocksucker the satisfaction. Apparently one of the Bishops saw it and liked my moxy.
TIH00001178	They got me patched up and took me under their wing, got me distributing Jet. That's the big moneymaker out there.
TIH00001179	I turned into a pretty good dealer, had a a solid reputation with the Bishops. If I had stuck around, who knows? I might have gotten made.
TIH00001180	But, like a lot of things, I fucked it up. When I was 16... young, dumb, and full of cum... I ran into that Mordino fucker again.
TIH00001181	We were in a bar, and he popped off about that beating he laid on me, tried to embarass me in front of everyone. I ignored it... for a while.
TIH00001182	I waited till he went in the bathroom, then I put him in a chokehold. He started crying, pissing himself. Then I strangled him till he went limp.
TIH00001183	But... you can't off a made guy and expect nobody to notice. I had to leave town. Mr. Bishop said he couldn't protect me in the city anymore.
TIH00001184	So I drifted west with a caravan, until I saw a recruiting office. When you're starving and homeless, three hots and a cot is a damn good deal.
