AAD00100001	问好
AAD00101038	真是太漂亮了！我可以通过这个控制台把水坝的电力转移到城堡，并且激活休眠状态下的电子保安大军！
AAD00101039	去把水坝的发电机炸上天吧！然后我们再回上面去解决军团和NCR。
AAD00101040	那白金筹码难道不让你着迷吗？它蕴含着无限的力量和可能，不是吗？
AAD00101041	如果换做我，肯定会立马把筹码给豪斯送去，好一谈其中的奥秘！
AAD00101042	但如果你是想把力量留给NCR或者凯撒军团的话，那就另当别论了！我是不会干涉你的决定的！
AAD00101043	哇哦，你真的把城堡里的电子保安全都炸上天了！厉害！没问题！
AAD00101044	城堡的电子保安已经就位……我看到日志文件上说II型操作系统的升级程序已经安装完毕……
AAD00101045	只要我们把电力输送过来，并联上网，它们就可以启动了！不过这个问题我们过后再考虑吧！
AAD00101046	不敢相信凯撒居然死了。我们现在怎么办？
AAD00101047	有人看到凯撒徒步检阅部队了。这是个好兆头。
AAD00101048	有一段时间没收到查理驻站的报告了——希望那边没出什么事。
AAD00101049	你可别跟士兵们说啊，这儿的伙食要比下面的大锅饭好多了。
AAD00101050	如果你有问题就去找汉隆军士长吧。他通常在二楼阳台上。
AAD00101051	你为我们做的事让我们非常感动。我想你可能用得上这玩意。
AAD00101052	这是南边一个小藏身处的钥匙。游骑兵偶尔会在那里休息和补给。我想对你应该能派得上用场。
AAD00101053	我知道你是谁。虽然我很有耐心，但你最好还是赶快把来这地方的理由说清楚。快说。
AAD00101054	看看是谁来了。能亲眼见到你真是三生有幸，大家都说你是我们的守护天使。不知您来麦卡伦营地有什么事？
AAD00101055	很好，很高兴我们终于见面了。我的手下说你为我们立下了不少功劳。是什么风把你吹到麦卡伦营地来的？
AAD00101056	你在这干什么？你还没获准进入。
AAD00101057	嗯？
AAD00101058	老兄，我好无聊。
AAD00101059	你怎么把他杀了！妈的。我们本来可以从他嘴里套点情报出来的，这下好了，你倒是帮他解脱了。
AAD00101060	娘的，看来我这十年之内都别指望升官了。真是感谢你啊，蠢货。
AAD00101061	操他妈。这下我怎么跟上校交代？
AAD00101062	可怜的家伙，他完全崩溃了。我看还是明天再继续吧。干得好。
AAD00101063	我敢说未来几天他都会消停了。要是我们运气好，说不定是几个月。
AAD00101064	我会叫人来收拾他的烂摊子，你可以走了，让他睡一觉吧。
AAD00101065	嘿，你把木马装进豪斯先生的系统了没有？
AAD00101066	哦，嗨。数据的事多谢你帮忙了。虽说传输只持续了30秒，没什么太大的用处……但至少我们尽力了。
AAD00101067	豪斯先生数据网的事，再次感谢你。有空就来旧摩门教要塞找我吧。
AAD00101068	总有一天等我攒够了钱，就要离开这里。总有一天……
AAD00101069	嗨，陌生人，如果你饿了，这附近有个人可以告诉你从哪里有免费的食物和水。
AAD00101070	需要什么吗，孩子？
AAD00101071	嗨，伙计，能给我几个瓶盖吗？
AAD00101072	你今天好吗？圣地亚哥过得很好！
AAD00101073	啊……我没想到你会回来。
AAD00101074	你好。很高兴见到你。
AAD00101075	我没东西能给你了。快走开。
AAD00101076	你见到迪克森没有？他说今天就回来的。
AAD00101077	猫王刚捎来口信，不许我们再和这些家伙有任何瓜葛。估计他已经听说你在这里的所作所为了。
AAD00101078	看来你成了一名英雄。尽情享受这点威风吧。
AAD00101079	雷克斯，你看上去精神多了，好孩子！像重生了一样！我的雷克斯换了新脑子没有？
AAD00101080	你摆平了那些阿兵哥以后，情况改观了不少。再次感谢你。所以，有什么我能帮忙的？
AAD00101081	站住。口令。
AAD00101082	我真希望自己从没和黑手党帮扯上关系。瞧瞧死了这么多人……
AAD00101083	总有一天那些混蛋会遭报应的。不过从今往后，我也得更小心地选择生意对象了。
AAD00101084	好了，你要买什么？
AAD00101085	黑手党的人就是来搞破坏的。还好你把他们都摆平了。
AAD00101086	虽然我可能会少挣一点，但至少我们逃过了一劫。
AAD00101087	要来点什么？
AAD00101088	大家都在说有段时间没听到豪斯先生的音讯了。这家伙终于滚蛋了。
AAD00101089	你想买点什么？
AAD00101090	欢迎回来，哥们！你想要点什么？
AAD00101091	如果你要买枪，去找米克谈。如果不是，我这里还有不少精选的货物与其他服务。
AAD00101092	瞧瞧，咱们光彩照人的花裤子大使驾到了！如果你想买战前烟斗或者浴袍，那不好意思，都卖完了。
AAD00101093	嘿，来点什么？
AAD00101094	自由城唯一的规矩就是：不要招惹猫王帮。
AAD00101095	自己小心一点。
AAD00101096	如果你要去长街，可以从那边的大门进去。
AAD00101097	自由城是猫王帮的地盘。记好了。
AAD00101098	真棒，又来了一个废土游民。好像这地方还不够挤似的。
AAD00101099	我不知道你平时行事风格怎样，但是在自由城，你就得守规矩。
AAD00101100	军团在河对扎营搞得大家人心惶惶。希望NCR可以再次击退军团的进攻。
AAD00101101	我听一个助手说你进入了幸运38。如果你在那附近见到一个叫艾米丽的人，希望你能跟她合作。
AAD00101102	那么，终于到最后一天了，嗯？把该办的都办完了吗？还是说你仍在努力改善你的坏名声？
AAD00101103	NCR只是想交个朋友，可你似乎却不那么上道啊。明天见了。
AAD00101104	这他妈怎么……？
AAD00101105	咱们有话好商量，行吗？冷静一点，别冲动……
AAD00101106	这他妈怎么……？
AAD00101107	咱们有话好商量，行吗？冷静一点，别冲动……
AAD00101108	你好啊！那个大摇大摆走进幸运38的人就是你吗？哦，见鬼。
AAD00101109	记得上次我们谈的时候，你好像更倾向于仁慈的方法……？
AAD00101110	这他妈怎么……？
AAD00101111	咱们有话好商量，行吗？冷静一点，别冲动……
AAD00101112	你好啊！就是你把巨石城里的大汗帮给一锅端了吧？哦，见鬼。
AAD00101113	这他妈怎么……？
AAD00101114	咱们有话好商量，行吗？冷静一点，别冲动……
AAD00101115	你好啊！就是你把巨石城里的大汗帮给放了吧？哦，见鬼。
AAD00101116	这他妈怎么……？
AAD00101117	咱们有话好商量，行吗？冷静一点，别冲动……
AAD00101118	你好啊！大伙都在谈论你，那个近来在长街声名鹊起的家伙就是你吧？哦，见鬼。
AAD00101119	好吧，滑皮肤。我让你进来。但你最好注意点，我会盯着你的。
AAD00101120	伟大旅程就要起航了！
AAD00101121	伟大旅程就要起航了！
AAD00101122	讲话还挺精彩。
AAD00101123	好吧，发射火箭的任务就交给你了。原路返回楼上，那里有个小型"任务控制"室。应该只要按下按钮就行，非常简单。
AAD00101124	看来我在这里的工作已经完成了，我准备去诺瓦克了。接下来就看这事情怎么收场吧。
AAD00101125	离我远点。
AAD00101126	玩家扔手雷
AAD00101127	小心爆炸！
AAD00101128	爆炸！
AAD00101129	小心，手雷扔出去了。
AAD00101130	小心，炸药扔出去了。
AAD00101131	要爆炸啦！
AAD00101132	
AAD00101133	清空房间？
AAD00101134	最好省点弹药。
AAD00101135	哇！你是...你就像...某种疯子？
AAD00101136	再来一次！
AAD00101137	酷。我能试试吗？
AAD00101138	去别的地方找靶子吧！
AAD00101139	你想打死我吗？
AAD00101140	把枪收好。快点。
AAD00101141	收起枪，哥们！
AAD00101142	死！
AAD00101143	别这么做！
AAD00101144	嗨！要开枪就去别的地方。
AAD00101145	当心！
AAD00101146	搞什么鬼？
AAD00101147	搞毛啊？
AAD00101148	你要知道，买弹药是要花钱的！
AAD00101149	你什么毛病？
AAD00101150	别弄了！
AAD00101151	别他妈再捣乱了！
AAD00101152	你有什么问题？
AAD00101153	下次我来给你示范下该怎么瞄准吧。
AAD00101154	要我把你那东西收起来吗？
AAD00101155	呃，我不是有意要找茬啊，老大，但你可别把我当成活神仙。我只是年纪大了而已。
AAD00101156	得了吧，老大，我知道我很丑，但我……可是你这边的啊。
AAD00101157	如果你想让我走人，说一声就好了嘛。
AAD00101158	<咆哮>
AAD00101159	就不能把那东西放下吗？
AAD00101160	浪费弹药。
AAD00101161	怎么，你看到蝎子了？
AAD00101162	如果你玩不转那东西，那就让它待在枪套里面吧。
AAD00101163	小亲亲，那东西会打到别人的眼睛的！
AAD00101164	亲爱的！这样做可不礼貌。
AAD00101165	这些噪音会让利奥发疯的！
AAD00101166	请不要再这样做了。
AAD00101167	我不知道你是想开枪打我还是故意射偏。无论如何，别这样做了，谢谢。
AAD00101168	
AAD00101169	没完了，人类？
AAD00101170	哇哦，有人刚从原子牛仔跑出来了。
AAD00101171	放下它，好吗？我快头疼死了。
AAD00101172	随你便。要是你走火伤了自己，我才不在乎呢。
AAD00101173	禁止使用武器，谢谢合作。
AAD00101174	请勿使用武器，谢谢。
AAD00101175	哇哦！嘣，嘣！
AAD00101176	扣扳机不长眼才过瘾！
AAD00101177	哈哈！再开枪啊！
AAD00101178	别闹了，好吗？
AAD00101179	哇哦，哇哦！小心点！
AAD00101180	把那东西拿开！
AAD00101181	收好你的武器！
AAD00101182	把那狗屁玩意收走。
AAD00101183	你他妈的以为你在干嘛。 ?
AAD00101184	收好你的武器，外来者。
AAD00101185	放下武器。
AAD00101186	别炒了！
AAD00101187	别凯枪！
AAD00101188	
AAD00101189	熊的战术。
AAD00101190	配得上汉隆。
AAD00101191	分析中。这种行为没有记录在案。
AAD00101192	这种行为没有记录在案。
AAD00101193	
AAD00101194	<发出哔哔声>
AAD00101195	别拿舞气纸着我！
AAD00101196	停停。
AAD00101197	我妹有桑害你。
AAD00101198	把舞气放下。
AAD00101199	别拿舞气纸着我。
AAD00101200	请憋炸样。
AAD00101201	你不是第一个来试的。
AAD00101202	一击必中，没有第二次机会。
AAD00101203	少跟我开玩笑，你能不能别拿这玩意指着我？
AAD00101204	[克莉丝汀皱了皱眉，指了指你的项圈，又指了指她的。]
AAD00101205	你该不会是想找死吧？
AAD00101206	别开枪。子弹打到会很痛。
AAD00101207	别自讨苦吃。
AAD00101208	放下武器，外来者。
AAD00101209	你他妈的认为自己是谁？
AAD00101210	把那鬼东西拿开。
AAD00101211	你觉得我瞎了么？
AAD00101212	别惹我。
AAD00101213	以凯撒的名义警告你，小心玩火自焚。
AAD00101214	如果你非要对我开枪的话，我不会有半句怨言！
AAD00101215	喂！看看你在用什么指着我呢！
AAD00101216	别在乎我！你要是想开枪，随便就是了！
AAD00101217	请注意，攻击执法者是不可容忍的。
AAD00101218	请注意，攻击执法者是严重违法行为。
AAD00101219	你最好马上把那把枪从我面前拿开。
AAD00101220	这可不好笑。
AAD00101221	别乱来！
AAD00101222	我可不会这样。
AAD00101223	这可不好。
AAD00101224	要是我用枪死死瞄着你的脑袋，你会有什么感觉？
AAD00101225	你想找麻烦吗？
AAD00101226	我知道你厉害，你确实挺有气概的。所以，不介意的话，把枪指向别处如何？谢谢了。
AAD00101227	呃…怎么了？
AAD00101228	人们为什么总是会伤害自己最在意的人呢？
AAD00101229	你，呃，可以把枪指向别处么，老大？我身上的窟窿眼已经够多了。
AAD00101230	老大，为什么这样看着我啊？
AAD00101231	如果我没看到你眼中的那种疯狂，我也许还不会介意。
AAD00101232	<咆哮>
AAD00101233	扣下扳机的话，你会后悔一辈子。
AAD00101234	我可不喜欢有人用枪对着我。
AAD00101235	里面的子弹要是真家伙，你就死定了。
AAD00101236	别逼我。
AAD00101237	你喝多了？
