DLC20000001	问好
DLC20001983	许多猎手试图杀死那只野兽，但“它”一直在从中阻挠，并驱赶他们。部落里的萨满说，因为那头野兽吃了她，现在它和“它”已经合二为一。
DLC20001984	所以我们称那个野兽为——“她的幽灵”，因为她还没有名字。这就是“她的幽灵”的故事。这是个悲伤的故事。这是我们的故事。
DLC20001985	“她的幽灵”究竟是谁，还是……什么东西？
DLC20001986	这其实是个令人悲伤的故事。我无法告诉你。去问那个女人，她会告诉你。
DLC20001987	进行实际侦查的任务比仅仅跟在后面感觉要好得多。
DLC20001988	我听说在锡安外的文明土地上会发生些奇异的事情。那么真的存在巨大的长得像蜥蜴一样的人吗？
DLC20001989	这些专吐唾沫的植物和这些绿色怪物不是锡安本地的生物。我一直很奇怪它们从哪儿来？
DLC20001990	那么我可以去探索那些禁忌之地而不必担心别的侦察兵会朝我大吼大叫了？哈，我早就等不及了！
DLC20001991	我猜，比妖怪更恶心的东西在你来的那个地方一定是不存在的，对吧？
DLC20001992	那些，呃，你管它们叫什么？对讲机？那些玩意儿看起来，比信号鼓声和烟尘标记要厉害多了。
DLC20001993	那个指南针总是知道哪边是北，是吧？即使它认不得星星？
DLC20001994	那个时间机器药物闻起来真滑稽。但我想它应该还有用。
DLC20001995	我完全不明白为什么会有人愿意进入如此大的建筑里，花掉身上所有的钱，就为了看某人在桌子上把一些方形的纸片翻来翻去……
DLC20001996	据我所知，伤口撒盐杀害了新迦南的所有平民，并把他们的尸体钉在了悬崖上。
DLC20001997	你为什么背着那么多瓶盖？它们发出摩擦声实在太刺耳了。
DLC20001998	小心，这附近到处是巨型蚂蚁。我们称它们为“野餐杀手”，不过我不太明白什么意思……也不知道它们是从哪来的。
DLC20001999	这里以前一定是一片祥和的景象。当锡安还很友好，不必担心白腿部落和致命生物的时候，会有很多平民来这里扎营野餐。
DLC20002000	“观光瞭望台”。你能帮我解释一下这什么意思吗？
DLC20002001	看到那个塔了么？记得以前的人经常借助它站在天空中自由交谈。和信号鼓声不同，他们真的是在交谈！很惊奇吧，呵呵。
DLC20002002	看到这个了么？这就是为什么你的两条腿比这些小车要更安全的原因。也不知道这车是被什么动物拖下去的还是它自己的运行出了问题。
DLC20002003	那玩意儿以前确实在天上飞过。看起来很像一只巨大的金属鸟，对吧？但你原本就没必要跟着粉笔标记来这儿……
DLC20002004	你以前见过这些绿色的人吗？我很确定以前锡安绝对没这些“东西”。
DLC20002005	在这儿的景观很不错。如果你知道如何观察，你可以从这里看到几乎所有不同种类的地标。来，我指给你看。
DLC20002006	哦！寻找约书亚.格拉汉姆的外来者？
DLC20002007	我已经拿到了你要的那些植物根。
DLC20002008	额……什么？
DLC20002009	态度尊重点，外来者！约书亚.格拉汉姆是最伟大的战争酋长！
DLC20002010	我……说了我在找约书亚吗？是的，我的确在找他。你能告诉我他在哪儿吗？
DLC20002011	你懂我们的语言，聪明的外来者。
DLC20002012	约书亚在最高的洞穴那里。你要放尊重点！约书亚是最伟大的战士。如果你不尊重他，他就会施展电与火折磨你。
DLC20002013	你讲我们的语言讲的太烂了，你不配继续跟我交谈。再见。
DLC20002014	是的，我在找他。他在这儿？
DLC20002015	约书亚在最高的洞穴那里。你要放尊重点！约书亚是最伟大的战士。如果你不尊重他，他就会施展电与火折磨你。
DLC20002016	我保证我会以最礼貌的言行面对他。
DLC20002017	你很识务，外来者。
DLC20002018	嗯……好吧，谢谢你的指点。我当然讨厌电和火了。
DLC20002019	哈，有趣的外来者。不过在这里，或许你活不了多久的。
DLC20002020	闪开，野蛮人，我来这个狗屁山谷就是为了找一张地图。我才不管你们什么救世主的。
DLC20002021	大胆！我真恨不得立刻杀了你，但约书亚说不到万不得已不得先对外来拜访者动武。
DLC20002022	走吧，外来者，去见约书亚。你们有很多要谈的东西。
DLC20002023	发誓保密？忘了不就行了。
DLC20002024	忘掉？呃，里基会牢牢记住每一件事的！但他也会好好地守住他的秘密！
DLC20002025	关于伤口撒盐这个人你知道些什么吗？
DLC20002026	他是白腿部落的战争领主，是他们所有人中最残暴的屠夫。被他碾压的部落血流成河，被他杀戮的战士数不胜数。
DLC20002027	我们到了。约书亚就在前面，那个天使洞穴里面。
DLC20002028	马上就到了。注意水里的陷阱。这些陷阱是为了防范白腿部落设置的。
DLC20002029	等等，你走错方向了！
DLC20002030	我们不是应该去死马部落营地吗？
DLC20002031	等下，你走的路不对吧。检查一下地图，我们最好返回刚刚过来的地点。
DLC20002032	你去哪儿？那不是前往营地的路！
DLC20002033	能与你一起同行我很高兴，但你现在走的方向不对，无法抵达死马部落。
DLC20002034	沿着这条小路向北走。如果溅得一身是水希望你别介意。
DLC20002035	你看到那些死去的哨兵了吗？萨满说，我们敌人的灵魂就正囚禁在他们身体里，但约书亚说，这表示我们以严肃的态度面对与白腿部落的战争。
DLC20002036	沿着这条老路向南，离那儿很近。
DLC20002037	继续向北走，绕开这个岩石堆。
DLC20002038	从这儿起，你可以继续向北，或过桥向东。另外如果你感兴趣的话，那边的悬崖顶上有一处相当不错的观景点。
DLC20002039	我们沿着这条小路走一会儿。这条河看起来很不错，对吧？
DLC20002040	我有些需要修理的物品。
DLC20002041	我有些需要修理的物品。
DLC20002042	让我看看。我的族人或许对他们的机械天赋感到骄傲，但事实上我们早就被火器的工作原理深深迷住了。
DLC20002043	让我看看。
DLC20002044	很抱歉，我听不懂你在说什么。
DLC20002045	外来者寻找约书亚.格拉汉姆？你是来找约书亚.格拉汉姆？
DLC20002046	哈，我想我认识这个家伙。这个世界可真小。
DLC20002047	真的？我听说山谷外面的世界很大。好了，不管他在哪里，我希望他还好。
DLC20002048	我认识这个人！我给了他一份工作！
DLC20002049	歌手吗？这竟然是真的……
DLC20002050	你知道我们从哪里开始着手寻找那些丹尼尔需要的战前补给品吗？
DLC20002051	最好的寻找场所是那些禁忌之地。悲恸部落和死马部落的人都不会进入那些地方，而且白腿部落的人也不喜欢。
DLC20002052	什么是禁忌之地？
DLC20002053	那些是遍布在这个山谷的战前居民建造的场所。当你看见它们你就知道了——侦察兵们通常会在那儿用手印做记号。
DLC20002054	手印表示警告——告诉人们里面住着愤怒的幽灵。反正我是不相信什么愤怒的幽灵。它们只不过是些看上去破旧的建筑罢了。对吗？
DLC20002055	我们该从哪儿开始寻找？
DLC20002056	这个山谷有很多以前的建筑，里面一定有我们需要的东西，最好是那些完全封闭的地点。
DLC20002057	我所知道的有三处：河边的一座叫“垂钓小屋”的房子里；西北面的一个老护林员休息站；还有就在它附近的百货店。
DLC20002058	在离家附近的一个地方地方，可能会一些有用的小东西掉落在那里，它就在东维琴河的西面。
DLC20002059	你说的这个“有小东西掉落的地方”是哪？
DLC20002060	在河里有一处堆满了金属、玻璃和骨头的地点。约书亚说，那些遗骨是以前的侦察兵，但我总觉得看起来不像。
DLC20002061	那些东西大部分看起来都很古老。你之前是怎么称呼的？……对了，电子器械。或许它们对你还有用。
DLC20002062	白腿部落？他们就是之前那些攻击我们的人？
DLC20002063	对，而且他们还会回来的！我们一定要找他们算账！
DLC20002064	如果你同意，我愿意帮助你。
DLC20002065	太好了。那我们给他们点颜色瞧瞧！
DLC20002066	忘了我的提议吧，我想赶快离开这个地方。
DLC20002067	你不想对付他们？但是……好吧。那么你最好跟我来。约书亚想要见你。
DLC20002068	呼！那是为了教训白腿部落！抱歉，我们没来得及救你的朋友。死马部落会记住他们的。
DLC20002069	你现在最好跟我来。约书亚.格拉汉姆想要见从文明之地来的拜访者。
DLC20002070	别动！一动也不要动。是妖怪。
DLC20002071	呼！运气真好。看来那家伙肚子里已经填满了蜥蜴了。不过千万别对下次同样抱有幻想。每一个妖怪都是很难对付的。
DLC20002072	你对伤口撒盐知道多少？
DLC20002073	他就是个刽子手。相信我，我理解他内心中燃烧着的来自地域的烈火。因为我自己曾经被这种火烧过。
DLC20002074	他不是那种愿意让他的下属打理一切的人。他尝尝会亲自参与屠杀，满足于让双手沾满鲜血的感觉。
DLC20002075	他极度痛恨上帝的存在。如果能亲自对他执行上帝的审判，我会死而无憾。
DLC20002076	你对白腿部落了解多少？
DLC20002077	他们是群粗鲁的野蛮人，他们只会掠夺和破坏。他们的领导人是个叫“伤口撒盐”的恶棍。
DLC20002078	他只知道不停地发起战争。他有的一切，那个部落有的一切，都是通过武力暴力强取豪夺得来的。
DLC20002079	据说没有人敢靠近他。他佩戴的动力拳已经至少击碎了100颗人头。
DLC20002080	或许这个谣传是真的，但又能怎样？这并不能说明他领导才能水平的高低。一个只知道战争的部落不会被命运女神垂青。而他，只会把他们带向凯撒。
DLC20002081	给，这是5份治疗粉。
DLC20002082	你真是非常慷慨。这帮助实在是太有用了。
DLC20002083	给，这是3份治疗粉。
DLC20002084	谢谢，这些治疗粉会很有帮助。
DLC20002085	你对我身上发生的事怎么知道那么多？
DLC20002086	死马部落有很多出色的侦查员。任何进出锡安峡谷的生命都逃不过我们的双眼。
DLC20002087	看到那些手印了吗？那是死马部落和悲恸部落用以标记禁忌之地用的。我不使用那种记号对你来说可能是好消息。
DLC20002088	这些壁画表示死马部落曾经战胜过其他部落。大部分胜利都是在约书亚来了以后发生的。
DLC20002089	前面的小路让我有些担心，杰。要不我们通过之前凿的洞回到峡谷上方？
DLC20002090	我们既然来到这里，就已经没有退路了，你还想怎么样？
DLC20002091	哦上帝，史黛拉，别再废话了行不行。
DLC20002092	新迦南人一定知道路的。即使不知道，我们这儿有位朋友还有哔哔小子呢。
DLC20002093	好了，不许再废话！继续前进，对那些神出鬼没的土著时刻保持警惕！
DLC20002094	再见。
DLC20002095	啊，随你。
DLC20002096	再见。
DLC20002097	那么有机会下次见了。
DLC20002098	这听起来可能就是个土著幽灵的故事。但最近新迦南也已经沉寂好久了。或许是个巧合。或许马尔帕斯总督早就死了。
DLC20002099	又或许，约书亚.格拉汉姆后来爬出了大峡谷，并且最终，找到了回家的路。
DLC20002100	他的愿望实现了，约书亚.格拉汉姆消失了。在这片废土上取而代之的，则是一个“火烧人”的称号。
DLC20002101	当这些话传到了凯撒的耳里后，他禁止任何人再说出这个名字。希望把格拉汉姆彻底从历史上抹掉。
DLC20002102	没多久，有些奴隶和土著就开始谣传，说约书亚.格拉汉姆没有死。当然，这没什么惊讶的。
DLC20002103	他把约书亚.格拉汉姆投到沥青里，淋上火，然后扔进了大峡谷。人们说他甚至还没来得及喊一声就滚了下去。
DLC20002104	凯撒为了在军中树立群威，必须要告诉他们：即使你的级别再高，面对惨败也要接受严惩。
DLC20002105	然后是胡佛大坝，在那里，马尔帕斯总督终于碰到了他的对手——汉隆和奥利弗。他们把这个新迦南人一脚踢回了河对岸。
DLC20002106	那时的格拉汉姆脾气暴躁、冷酷无比，在军团里一人之下万人之上。
DLC20002107	然而新迦南人都不愿谈起他。他们为他感到羞耻。我猜，这也怨不得他们。
DLC20002108	据证明，凯撒的首席先锋——马尔帕斯总督——就是名新迦南人。他的名字叫约书亚.格拉汉姆。
DLC20002109	但之后，军团出现在亚利桑那州了。我相信你已经跟他们打过交道了。
DLC20002110	我们已经对自己混乱的本性习以为常，但新迦南人，他们是有诚信的商人，也是出色的战士。土匪和强盗始终不敢惹他们的事。
DLC20002111	人们对那里的人了解并不多，只知道他们崇尚宗教，他们会派传教士去驯服土著部落。
DLC20002112	回溯到几十年前，在NCR的居民中开始流传，在犹他北部有这么一个群体，它的名字叫新迦南。
DLC20002113	我们要走的路还长着呢，所以你最好竖起你的耳朵，听听我老杰要给你讲个故事。
