AAD00100001	GREETING
AAD00101361	Another NCR grunt.
AAD00101362	Good to see another strong-willed woman around.
AAD00101363	That is one odd robot.
AAD00101364	A Super Mutant in Freeside?
AAD00101365	That has to be the oldest Ghoul I've ever seen.
AAD00101366	What's up Rex?
AAD00101367	What's your problem, lady?
AAD00101368	Find yourself a girl or a guy. Have some fun.
AAD00101369	I think there is something wrong with that dog.
AAD00101370	Uh, I don't think we allow her kind in here. I'll let it go this time though.
AAD00101371	Your ghoul wants to have some fun he can, we don't discriminate.
AAD00101372	Your ghoul wants to have some fun he can, we don't discriminate.
AAD00101373	What the fuck is that thing?
AAD00101374	Big tough ranger better not start any trouble in here.
AAD00101375	Let me know if the pretty lady with you is looking for some work.
AAD00101376	That Follower fucker is going to have some trouble if he tries to liberate any of our employees.
AAD00101377	I hear you been making some waves around here.
AAD00101378	Khans finally got what they had coming. Glad we won't have to worry about them again.
AAD00101379	Kimball managed to get himself knocked off. Serves him right.
AAD00101380	Holy shit, you been in Lucky 38? You meet the Big Man in there?
AAD00101381	Nice work at the Tops, buddy.
AAD00101382	NCR will civilize all this Wasteland, Primm is only the beginning.
AAD00101383	I hope the Fiends stop their raids now that their boss is gone.
AAD00101384	Bad weather ahead, I tell you. The death of our President's just the start.
AAD00101385	Our guys put the Monorail back to work!
AAD00101386	Our guys put the Monorail back to work!
AAD00101387	I hear some asshole freed our enemy from McCarran.
AAD00101388	I hear some asshole freed our enemy from McCarran.
AAD00101389	Our own President, murdered! Things aren't looking good.
AAD00101390	Our own President, murdered! Things aren't looking good.
AAD00101391	Hanlon was a brave soldier, what could've driven him to despair?
AAD00101392	Hanlon was a brave soldier, what could've driven him to despair?
AAD00101393	I knew those Khans couldn't be trusted!
AAD00101394	I knew those Khans couldn't be trusted!
AAD00101395	Civilizing Primm will show what we can do for everyone else in these territories.
AAD00101396	Civilizing Primm will show what we can do for everyone else in these territories.
AAD00101397	Don't just stand there looking stupid.
AAD00101398	Don't just stare in dumb admiration.
AAD00101399	Be advised, the Lucky 38 is not open to the general public. Trespassers will be shot. Thank you.
AAD00101400	Be advised, NCR President Aaron Kimball was struck down in a cowardly attack at Hoover Dam.
AAD00101401	The Strip offers many fine cocktail lounges where grieving persons may drown their sorrows.
AAD00101402	You hear there was some kinda shoot-out at one of them casinos on the Strip? Some people got killed or something.
AAD00101403	That tower on the Strip, the one you can see for miles? I hear it ain't sealed up no more.
AAD00101404	That tower on the Strip, the one you can see for miles? I hear it ain't sealed up no more.
AAD00101405	They say those robots on the Strip are running around with different faces or something. Don't ask, because I don't know...
AAD00101406	The same robots on the Strip, I seen one or two of them roll past town time to time. Well, the face on them looked meaner.
AAD00101407	Usually I don't talk to nobody but robots. But lately some of them been two-faced.
AAD00101408	If Caesar's dead, why ain't the NCR taking care of regular folks yet?
AAD00101409	Who cares if Caesar's dead? Don't affect our town one bit.
AAD00101410	If the NCR ain't got to worry about Caesar no more, it should worry about improving the lives of regular folks around here.
AAD00101411	So much for the might of the NCR! Their President got killed over at Hoover Dam!
AAD00101412	So much for the might of the NCR! Their President got killed over at Hoover Dam!
AAD00101413	You hear how the President of the NCR got killed? Gonna be hard to score chems around here for a while...
AAD00101414	Someone tried to kill the NCR President over at Hoover Dam. They say it was Legion.
AAD00101415	How's the NCR gonna protect Vegas if it can't even protect its own President?
AAD00101416	How's the NCR gonna protect Vegas if it can't even protect its own President?
AAD00101417	The NCR's top Ranger, Chief Hanlon, put a gun in his mouth. Think he would've done that if the NCR stood a chance at beating the Legion?
AAD00101418	The NCR's top Ranger, Chief Hanlon, put a gun in his mouth. Think he would've done that if the NCR stood a chance at beating the Legion?
AAD00101419	Turns out the NCR's top Ranger was a traitor! If the Legion can turn a man like Hanlon, what chance has the NCR got?
AAD00101420	You hear the Legion attacked Bitter Springs? Didn't know there was anything left there to attack.
AAD00101421	Someone finally put down that sick Motor-Runner sonofabitch. Good riddance.
AAD00101422	Someone finally put down that sick Motor-Runner sonofabitch. Good riddance.
AAD00101423	Those Fiend junkies over at Vault 3 been taking some hits. I say kill them all.
AAD00101424	The Great Khans signing a treaty with the NCR? I never woulda seen that coming.
AAD00101425	I hear the Great Khans just packed up and left Red Rock Canyon. Always thought the NCR and them would fight it out again.
AAD00101426	I hear the Great Khans just packed up and left Red Rock Canyon. Always thought the NCR and them would fight it out again.
AAD00101427	The Great Khans up and left Red Rock Canyon. Who's gonna brew fresh chems now?
AAD00101428	I hear the Great Khans got massacred again. No survivors this time, though.
AAD00101429	I hear the Great Khans got massacred again. No survivors this time, though.
AAD00101430	They say the Kings got massacred. Who's gonna watch over Freeside now?
AAD00101431	I hear the NCR and the Kings have been getting along. That's good news for Freeside.
AAD00101432	The NCR took back Nelson. Maybe they can win this war after all.
AAD00101433	First the Legion takes Nelson, then it wipes out Camp Forlorn Hope. The NCR don't stand a chance.
AAD00101434	Nelson and Camp Forlorn Hope, both butchered. It's almost like God don't like either side.
AAD00101435	There was some kind of massacre at one of the Ranger Stations. I don't know which one.
AAD00101436	There was some kind of massacre at one of the Ranger Stations. I don't know which one.
AAD00101437	Some Khans got cornered in the ruins of Boulder City and the NCR killed them. It's like Bitter Springs all over again.
AAD00101438	Some Khans got cornered in the ruins of Boulder City, but the NCR let them go. That's unusual.
AAD00101439	Primm has a new Sheriff. That should keep the Powder Gangers away.
AAD00101440	Primm has a new Sheriff. That should keep the Powder Gangers away.
AAD00101441	Primm wimped out and accepted NCR rule. Some people will do anything to feel safe.
AAD00101442	Primm wimped out and accepted NCR rule. Some people will do anything to feel safe.
AAD00101443	Looks like the war's ratcheting up. I hear the NCR's bringing in elite troops.
AAD00101444	They say the Legion's bringing in Veterans from out in Arizona. They must be getting ready to attack.
AAD00101445	You ever seen one of those Rangers in black armor? I wouldn't want to make one of those mad!
AAD00101446	I hear reports of Legion raiding parties all over the place. They can't all be rumors!
AAD00101447	I keep hearing about some courier making a fuss over at the Strip. Must've delivered more than just mail.
AAD00101448	Mark my words - won't be long before the Legion and NCR butt heads over Hoover Dam.
AAD00101449	I hear the Legion's fixing to attack Hoover Dam. Good thing I ain't there.
AAD00101450	I hear the Legion's fixing to attack Hoover Dam. Good thing I ain't there.
AAD00101451	Hey there.
AAD00101452	Hey there.
AAD00101453	I hear someone went crazy in one of the casinos on the Strip, shot the place up or something!
AAD00101454	The honcho of one of them Strip families got killed right in his own casino. You know he pissed off the wrong guy!
AAD00101455	Some Khans got cornered in the ruins of Boulder City and the NCR killed them. It's like Bitter Springs all over again.
AAD00101456	Some Khans got cornered in the ruins of Boulder City, but the NCR let them go. That's unusual.
AAD00101457	Good day, ma'am.
AAD00101458	Did you hear about that Legion POW escape? I don't like our chances of taking him alive twice.
AAD00101459	They're talking about you on the radio. Saving President Kimball. I'm impressed.
AAD00101460	That red beret's looking good, soldier.
AAD00101461	That POW escape presents some real security concerns. That was our base camp, for crying out loud.
AAD00101462	Can't believe Hanlon was working against us.
AAD00101463	With House out of the way, I hope someone opens the Lucky 38.
AAD00101464	With House out of the way, I hope someone opens the Lucky 38.
AAD00101465	Everywhere I go, people are talking about our President's assassination.
AAD00101466	Everywhere I go, people are talking about our President's assassination.
AAD00101467	Kimball's luck ran out.
AAD00101468	Kimball's luck ran out.
AAD00101469	It's good to hear that Primm has accepted our law.
AAD00101470	It's good to hear that Primm has accepted our law.
AAD00101471	Despite our strength, the Legion army looks fierce enough to make me waver.
AAD00101472	Despite our strength, the Legion army looks fierce enough to make me waver.
AAD00101473	Despite our strength, the Legion army looks fierce enough to make me waver.
AAD00101474	This sucks.
AAD00101475	Personal space meaning anything to you, lady?
AAD00101476	Word on the street is that the leader of the Legion bought it. Too bad, someone was finally going to do something about all the NCR around here.
AAD00101477	Great, just when you think the NCR can't possibly sink their claws deeper, the town of Primm signs up to join the Republic.
AAD00101478	Word is those tough guy rangers are here. I ain't seen them myself, but how scary can they be?
AAD00101479	Kimball's dead, I wonder how long until the Legion's at our walls.
AAD00101480	Kimball's dead, I wonder how long until the Legion's at our walls.
AAD00101481	Sorry, no time to talk, Outsider.
AAD00101482	Sorry, no time to talk, Outsider.
AAD00101483	Have a seat and give Lady Luck a chance!
AAD00101484	Did Benny beg before you burned his sorry ass?
AAD00101485	Did Benny beg before you burned his sorry ass?
AAD00101486	I hear you chased that chicken shit Benny off. Good riddance.
