TIH00000001	恰斯摇头娃娃
TIH00001083	<信使向你怒目而视>
TIH00001084	滚蛋吧。
TIH00001085	彼此彼此。
TIH00001086	见鬼去吧。你需要学学怎么解决你自己的问题。
TIH00001087	你让一个小男孩失去了生命，仅仅只是因为自私的冲动？你他妈的是不是有点毛病？
TIH00001088	离开我的视线，你这卑贱的婊子。西区没有你会更好。
TIH00001089	你让一个小男孩失去了生命，仅仅只是因为自私的冲动？你他妈的是不是有点毛病？
TIH00001090	离开我的视线，你这卑贱的婊子。西区没有你会更好。
TIH00001091	等等，他们要我拿出5,000个瓶盖？这可是我的钱！
TIH00001092	别废话了。瞧，我们一直在尝试从居民那里获得捐款，而且已经设法为你弄了点瓶盖。
TIH00001093	这不太多，但是可以减轻你的钱包负担。我们想让你明白我们跟你一起处理这件事，这不仅仅是你的问题。
TIH00001094	我有哪些选择？
TIH00001095	别想着像带枪的牛仔那样去那儿。
TIH00001096	这群易怒的食人族以一个疯子为首，他叫做切斯特。切斯特...甚至名字听起来都很扭曲。
TIH00001097	他们声称你要无条件的带着50,000瓶盖。如果你只带了49,999个瓶盖，他们就会杀死孩子。
TIH00001098	如果你尝试潜进那里，他们将会让那孩子下地狱。就像一个该死的厚厚的三明治，并且你将不得不啃掉它。
TIH00001099	我想告诉你拿出瓶盖，但是如果你们能谈妥，也许能让他们放了那孩子。
TIH00001100	他们愚蠢更甚从前，但他们开始变得势单力薄。赎金的关键问题是，他们将会用那些瓶盖去买麻醉剂并会再次武装起来。
TIH00001101	那简直是灾难，邮差。所有人都想看到那个孩子平安回归，但是该死的，如果那些恶魔帮狗屎们得到那笔钱...
TIH00001102	他们会在西区横行霸道。
TIH00001103	为什么那些民兵不做点什么呢？
TIH00001104	你见过民兵了吗？事实上他们不够有用，而你希望他们承担起拯救一个人质的责任？他们不是游骑兵。
TIH00001105	好吧，我做就是了。
TIH00001106	谢谢你。只是要记住一件事 - 没有瓶盖不要露面。
TIH00001107	那些吸毒者在吸毒的时候显得偏执，但是现在他们已经失去了理智。
TIH00001108	如果你不支付赎金，他们很可能会认为这是一个陷阱。拜托了，尽全力保住那个孩子的生命。祝你好运。
TIH00001109	你这是指我支付不了赎金？
TIH00001110	不，我只是告诉你做任何能拯救那个男孩的事，不过是让你记住恶魔帮是否拿到钱是很要紧的。
TIH00001111	谢谢你，我会好好利用它们的。<拿走瓶盖>
TIH00001112	这是我们拥有的全部，邮差。请确保那个小男孩的安全。
TIH00001113	替我转告那些居民谢谢他们，不过你们留着这些瓶盖吧。我会自己支付的。
TIH00001114	那...那对你来说是一大笔钱，邮差。我们都没期望你独自承担。这对我们的帮助超出你的想象。
TIH00001115	没问题，这是瓶盖。<支付50,000瓶盖>
TIH00001116	真他妈不错！
TIH00001117	不过你最好告诉那些西区狗屎们下次我们不会这么有耐心。孩子在隔壁的屋子里。
TIH00001118	在我们悄悄的离开这里的时候不要尝试做任何事情。那个雷管的有个超出你想象的长导线。
TIH00001119	另外，跟你做交易真是不错。来吧，小子们，我们接着去来一次小小的购物狂欢吧。
TIH00001120	
TIH00001121	胡说。恶魔帮的强大更甚从前。没人能搞定我们。现在他妈的把瓶盖给我。
TIH00001122	挟持孩子要赎金...说明恶魔帮这段时间已经孤注一掷了吧，不是吗？
TIH00001123	什么？那简直是胡说，你是用你的屁股说话吧。我之前从未听说过这些事情。
TIH00001124	伤害孩子使你在NCR的悬赏提高到了两倍。你真的想让赏金猎人跟着你吗？
TIH00001125	
TIH00001126	会出现赏金猎人？瞧，我只是想要过把毒瘾。我不想要那种结果。
TIH00001127	嘿，我们会放那孩子走。只不过告诉他们...告诉他们这是一个误会。我们他妈的不想悬赏缠身。
TIH00001128	孩子在隔壁的屋子里，平安无事。额，我们离开比较好。我尽快，额...
TIH00001129	摩托手和其他人都死了。你伤害孩子那下一次悬赏将会是你的脑袋。
TIH00001130	总有人会先行一步，只不过是他们太次。有了这份赎金，这将会是我大放光彩的时刻。
TIH00001131	你的首领已经死光了。难道你看不见恶魔帮完了吗？
TIH00001132	
TIH00001133	那太他妈的的疯狂了！这是个大家庭，为什么...你知道...事实上，他们是一堆相当令人厌恶的狗屎，不是吗？好吧，让我们改成25,000个瓶盖。
TIH00001134	如果你带着这50,000瓶盖走了，其他的恶魔帮成员将会生吞了你。
TIH00001135	我劝你他妈的不要在交易上耍把戏。我不想再警告你一次。
TIH00001136	等等，为什么我们不制定一个交付计划什么的呢？把孩子放出来吧。
TIH00001137	我没有足够的瓶盖支付赎金。
TIH00001138	什么？我知道你在做什么...这是某种计划，对吗？真操蛋！
TIH00001139	我不是来这里谈判的。我来这里是为了让你流血。
TIH00001140	小伙子们看看这里，我们遇到了一个坏蛋！
TIH00001141	我不会支付赎金。
TIH00001142	很好，我不会让你活着的。这些苹果怎么样，婊子？
TIH00001143	<释放他>
TIH00001144	...
TIH00001145	<不做任何事>
TIH00001146	...
TIH00001147	我支付了赎金，孩子安全了。
TIH00001148	你真是做了一件好事，赎回了小克里斯。我想告诉你全西区的人都感激你。
TIH00001149	你不用担心克里斯。我们会自己搞定。他受了惊吓，但是我相信他会好起来的。孩子们很有复原能力。
TIH00001150	我希望更多像你这样的人，邮差。我不能为你提供金钱，但是我有一点那些辛迪加暴徒留下的东西。
TIH00001151	我考虑把这个作为替换，不过我认为你最好用不上它。你自己小心，邮差。我们不会忘了你。
TIH00001152	我支付了赎金，孩子安全了。
TIH00001153	恶魔帮？说完了吗？你没有吸杰特，不是吗？该死的，这比我想象中的要好。你确实比较特别，不是吗？
TIH00001154	我想让你知道，西区所有的人都感激你。我们不知道你是怎么办到的，然而你确实是办到了。
TIH00001155	你不用担心克里斯。我们会自己搞定。他受了惊吓，但是我相信他会好起来的。孩子们很有复原能力。
TIH00001156	我希望更多像你这样的人，邮差。我不能为你提供金钱，但是我有一点那些辛迪加暴徒留下的东西。
TIH00001157	我考虑把这个作为替换，不过我认为你最好用不上它。你自己小心，邮差。我们不会忘了你。
TIH00001158	我想询问你一些事情。
TIH00001159	想知道什么？
TIH00001160	你是谁？
TIH00001161	肖恩·布拉德利。我没有中间名，而在我服役之后我就不怎么用第一个名字了。
TIH00001162	我怎么才能最有效的利用你的技能？
TIH00001163	我是个职业枪手，所以我更擅长远距离作战。我通常进行进行白刃战，阵地战而不是其他。我从来不用刀子。
TIH00001164	最疯狂的是当我徒手面对一个凶猛的僵尸的时候，真操蛋。他想要撕裂我的喉咙，所以我用了一个三角架来应付。
TIH00001165	我的意思是，这有用...但是放心你不会想看见一个僵尸的血盆大口靠近你的脑袋。枪械会...更有效的。
TIH00001166	你从哪儿来的？
TIH00001167	新里诺...是一个地狱般的城市。或许没有维加斯大，但是相当的疯狂。
TIH00001168	我想念它，尽管那是那些家族的舞台。不过，我不太确定我是否要回去。
TIH00001169	你是怎么来新维加斯的？
TIH00001170	你提到在服役期间。为什么你离开了军队？
TIH00001171	好吧，我只是想说在NCR军队中我总是很唐突并且随便。暂停讨论吧。
TIH00001172	此外，这个行业与当兵相比有更多的自由，更不用说薪水了 - 这没得比。
TIH00001173	新里诺怎么样？
TIH00001174	我的母亲在我...四五岁的时候死了。之后，我在街头独自生存了好几年。没有任何人希望过那种生活。
TIH00001175	我学会了以偷窃维生，直到我9岁左右的时候，我向一个不该扒窃的家伙下了手。
TIH00001176	他是个有地位的人，莫丁诺家族的一员。在他的怀表被偷走之后，他抓住了我。他妈的差点让我死在街头。
TIH00001177	然而我没有发出一丝声响。我没有让那狗屎太得意。似乎一个彼希家族的人看到这一幕并欣赏我的行为。
TIH00001178	他们处理了我的伤口并让我处于他们的羽翼之下，让我分发杰特，这东西在那里是财富之源。
TIH00001179	我转变为一个相当不错的商人，在彼希家族有着可靠的声誉。
TIH00001180	但是，像很多事情那样，我诅咒它。在我16岁的时候...年轻，愚蠢，性欲强...我又碰见那个莫丁诺家族的混蛋。
TIH00001181	我们当时在酒吧，而他突然离席为了对我的发难，他试图在众人面前找我麻烦。我无视了...一小会。
TIH00001182	我等到他去厕所，然后我在他身后扣住了他的脖子。他开始求饶，小便失禁。接着我掐到他倒下为止。
TIH00001183	但是...你不能期望没有人察觉到。我不得不离开了城镇。彼希先生说他再也不能在城里保护我了。
TIH00001184	所以我跟随着商队向西部漂流，直到我看到了一个招人广告。当你挨着饿并且无家可归的时候，三个热狗和一个小床简直棒极了。
TIH00001185	你想过在这里定居吗？
TIH00001186	这不适合我。此外，那意味着结婚，而我的生命中只有一个女人是我心中所属，她是...说过头了。
TIH00001187	
TIH00001188	操！西边的恶魔帮！
TIH00001189	
TIH00001190	我操，我恨洞穴。黑暗，充满了等待吃你心肝的生物。天呐，这地方闻起来像...燃烧的尿液。
TIH00001191	
TIH00001192	现在他妈的的怎么啦？哈，三个牛排和一把狙击步枪 - 我希望这些出现在我的葬礼上。
TIH00001193	
TIH00001194	理所当然的，没有幸存者。真是感谢！没有比拖着装满发狂的机器人的棺材更让我喜爱的事情了。
TIH00001195	
TIH00001196	啊，没有机器人的残骸或者粪便？这地方看起来保持良好。也许是父亲处理好了一起。
