AID00098043	PLAYER LOCKED OBJECT
AID00103970	Uh, hate to criticize boss, but I'm not actually immortal. Just old.
AID00103971	Come on, boss, I know I'm ugly, but I am on your side.
AID00103972	If you want me to split, you could just say so.
AID00103973	<growl>
AID00103974	Would you keep it down?
AID00103975	Waste of ammo.
AID00103976	What, you see a scorpion?
AID00103977	If you can't control it, keep it in your holster.
AID00103978	You'll put someone's eye out with that, dearie!
AID00103979	It's not nice to do things like that, dear!
AID00103980	This noise is making Leo get antsy!
AID00103981	Whoa, someone's just come from the Wrangler.
AID00103982	Keep it down, would ya? I already got a splitting headache.
AID00103983	Whatever. Knock yourself out, for all I care.
AID00103984	
AID00103985	Keep that up, human?
AID00103986	Do that someplace else!
AID00103987	You tryin' to get me killed?
AID00103988	Holster that. And be quick about it.
AID00103989	Holster your iron, pardner!
AID00103990	Quit it!
AID00103991	Stop that!
AID00103992	Hey! Do that somewhere else.
AID00103993	Be careful!
AID00103994	What in tarnation?
AID00103995	What in blazes?
AID00103996	Ammo costs money, you know!
AID00103997	What's wrong with you?
AID00103998	Knock it off!
AID00103999	Quit fuckin' around!
AID00104000	Whoa! Are you like... some kind of crazy person?
AID00104001	Do that again!
AID00104002	Cool. Can I try?
AID00104003	PLAYER LAY MINE
AID00104004	I hope you know what you're doing.
AID00104005	Whoa now. Be careful with that thing.
AID00104006	What are you doing?
AID00104007	I saw that.
AID00104008	I see what you're doing.
AID00104009	I see you, Outsider.
AID00104010	You think that firecracker will be enough?
AID00104011	I'll watch my step.
AID00104012	Can't wait to see where this is going.
AID00104013	Careful with that.
AID00104014	Oooh, you're sneaky!
AID00104015	I'd like to see someone step on that!
AID00104016	Analyzing. This behavior is not on file.
AID00104017	This behavior is not on file.
AID00104018	That's some egg you just laid there, pal. You mind picking it back up?
AID00104019	You can't just toss those around when you feel like it!
AID00104020	I saw that!
AID00104021	You take that back!
AID00104022	Careful. Someone could trip on that.
AID00104023	Oh, sure. Lay mines around the arthritic old man who doesn't see so good. Thanks, boss.
AID00104024	Do I hear beeping, boss? I think I hear beeping.
AID00104025	Oh good. Mines.
AID00104026	<bark!>
AID00104027	I'll keep the dancing to a minimum.
AID00104028	That ought to even the odds.
AID00104029	Somebody's ear's going to be ringing.
AID00104030	There's a leg waiting to go.
AID00104031	Gonna be a bad day for somebody.
AID00104032	Ohh, that's very sneaky, dear! I'll be sure not to tell anyone about that mine!
AID00104033	You should pick that up before someone hurts themselves!
AID00104034	I hope I don't forget that's there.
AID00104035	Hard for me to step lightly with a bum leg.
AID00104036	Now why in tarnation would you put one of those, there.
AID00104037	Guess we best watch where we step.
AID00104038	You sure that's necessary?
AID00104039	What was the point of that?
AID00104040	What the hell? That's dangerous.
AID00104041	Um... why are you setting that there?
AID00104042	That'll show 'em!
AID00104043	Got any more of those?
AID00104044	Hey, you dropped something.
AID00104045	Isn't that a little overkill?
AID00104046	Why the fuck you puttin' that there?
AID00104047	Pick that back up or you'll be eatin' it.
AID00104048	PLAYER Z KEY OBJECT
AID00104049	PLAYER JUMP
AID00104050	PLAYER KNOCK OVER OBJECTS
AID00104051	What? How'd you get past the guards?
AID00104052	They're here! Don't let them get the antidote! Oh. It's just you. You can't have it either.
AID00104053	The molerat men! They've come for my beard at last! Oh. Never mind.
AID00104054	PLAYER IN IRON SITES
AID00104055	That's not a good idea.
AID00104056	What do you think you're doing?
AID00104057	Who the fuck do you think you are?
AID00104058	Point that shit somewhere else.
AID00104059	You think I don't see that?
AID00104060	Don't tempt me.
AID00104061	By Caesar, you're walking a fine line.
AID00104062	You're going to make this easy.
AID00104063	Drop that weapon, Outsider.
AID00104064	Think about too hard and you'll get burned.
AID00104065	Watch where you point that.
AID00104066	How about I aim my gun at you for a while, see how you like it?
AID00104067	I assure you, you look extremely virile. Now, would you mind pointing that somewhere else? Thanks.
AID00104068	Uh... what's up?
AID00104069	You looking for trouble?
AID00104070	If you need to shoot me, I won't complain!
AID00104071	Hello! Look what's pointed at me!
AID00104072	Don't worry about me! You can shoot if you want!
AID00104073	Be advised, assaulting an officer of the law will not be tolerated.
AID00104074	Be advised, assaulting an officer of the law is a serious offense.
AID00104075	<Makes beeping sounds>
AID00104076	You want to be getting that gun out of my face right now.
AID00104077	That's not funny.
AID00104078	Quit screwing around!
AID00104079	I wouldn't.
AID00104080	I don't think so.
AID00104081	Why do we always hurt the ones we care about the most?
AID00104082	You, uhh, you want to point that someplace else, boss? I got enough holes in me.
AID00104083	Boss, why are you looking at me that way?
AID00104084	I wouldn't mind this so much if it weren't for that maniacal gleam in your eye.
AID00104085	<growl>
AID00104086	Pull that trigger, you'll wish you hadn't.
AID00104087	Don't like no one drawing a bead on me.
AID00104088	Better be rocksalt in that, or you're asking for an asskicking.
AID00104089	Don't make me take that away.
AID00104090	Are you drunk?
AID00104091	Pumpkin, don't point that at grandma, there's a dear.
AID00104092	Leo doesn't like that, dearie. You should stop.
AID00104093	How about you line that up on a tin can instead?
AID00104094	Don't even kid about that.
AID00104095	You're lookin' at a heap of trouble if you want it.
AID00104096	If you think you want trouble, then let fly.
AID00104097	Don't even joke like that.
AID00104098	Point that somewhere else!
AID00104099	That safety better be on.
AID00104100	Point that somewhere else.
AID00104101	For pete's sake...
AID00104102	No respect.
AID00104103	Stop that. I mean it!
AID00104104	Quit it. You're making me nervous.
AID00104105	Go ahead. Try me.
AID00104106	Think you're tough, huh?
AID00104107	You're not going to shoot me, are you?
AID00104108	Is that loaded? Let me try it!
AID00104109	Hey, I can almost see right down the barrel!
AID00104110	PLAYER DESTROY OBJECT
AID00104111	Hello
AID00104112	Hello, it is great to finally meet you.
AID00104113	Hello.
AID00104114	...
AID00104115	Evening.
AID00104116	Morning.
AID00104117	Hey.
AID00104118	I got kicked outta Ultra Luxe the other day. Man, that place gives me the fucking creeps.
AID00104119	Paladin.
AID00104120	Hello, outsider.
AID00104121	You're being watched, so don't get any ideas.
AID00104122	The bunker takes a little getting used to, doesn't it?
AID00104123	How may I assist you?
AID00104124	Paladin.
AID00104125	Initiate.
AID00104126	Greetings, Elder.
AID00104127	Knight.
AID00104128	Hello, sir.
AID00104129	Sir.
AID00104130	Apprentice.
AID00104131	The reports say Mr. House's robots are now using tech we've never heard of. We need to send a team up there, soon.
AID00104132	Looks like Mr. House is out of the picture. One less thing for us to deal with.
AID00104133	With their leader gone, the Legion will likely tear itself apart. It's what most violent tribal societies do.
AID00104134	Our instruments show some impressive power fluctuations coming from across the river. What's going on over there?
AID00104135	There was a huge explosion east of the Colorado a little while ago. Does the NCR have any artillery that big?
AID00104136	Someone blew up the monorail the NCR uses to travel to the Strip and back. We should use this  time to strike!
AID00104137	Seems the destruction of the monorail didn't slow the NCR down much. How many troops do they have?
AID00104138	There was an attempt on the NCR president's life recently. Too bad it didn't succeed.
AID00104139	Did you hear? Someone actually managed to assassinate the NCR's president! And we just sit here!
AID00104140	The other day I heard some bigwig in the NCR military died. Hopefully it disrupts their chain of command some.
AID00104141	Did you hear about that NCR higher up that died? That he was trying to sabotage them? Hope he wasn't the only one.
AID00104142	Seems the NCR is making friends. We've had reports of them making overtures to some gang in Freeside.
AID00104143	We just had word that the town of Primm is now part of the NCR. At this rate, they'll be running the whole region soon.
AID00104144	I heard some special squad of Rangers is on its way to the Vegas area. I guess the NCR is finally getting serious about fighting the Legion.
AID00104145	There've been reports that the NCR is moving more and more troops into the area.
AID00104146	It's the quiet before the storm up top. For once I'm almost glad we're down here.
